food_name|serving_size|serving_size_unit|description|energy|energy_unit|protein|protein_unit|total_fat|total_fat_unit|saturated_fat|saturated_fat_unit|dietary_fibre|dietary_fibre_unit|carbohydrate|carbohydrate_unit|cholesterol|cholesterol_unit|sodium|sodium_unit
Curry eggplant|231|g|Kari terung; aubergine curry; brinjal curry|241.27|kcal|4.16|g|19.4|g|9.24|g|5.31|g|12.24|g|||1009.47|mg
Curry fish|632.67|g|Fish with tomatoes and okra in a curry gravy|502.02|kcal|44.92|g|25.31|g|11.39|g|10.12|g|22.14|g|316.33|mg|2682.52|mg
Curry fish head|1320.5|g|Fish head cooked in curry gravy with eggplant|1183.06|kcal|77.45|g|77.45|g|51.63|g|15.71|g|41.53|g|381.62|mg|4074.4|mg
Curry green dhal, without coconut milk|141.2|g||111.52|kcal|9.18|g|3.08|g|0.64|g|5.72|g|11.78|g|||280.85|mg
Curry leaf|.05|g||0.03|kcal|0|g|0|g|||0|g|0|g|||0|mg
Curry lean mutton, with potato, Indian style|197.1|g|Lean mutton|266.08|kcal|32.52|g|11.04|g|5.38|g|2.37|g|9.26|g|147.82|mg|638.6|mg
Curry minced lamb, lean and potato|154.03|g|Curry, with minced lamb, lean and potato|207.94|kcal|15.25|g|11.09|g|6.13|g|2.62|g|11.86|g|86.26|mg|331.16|mg
Curry powder|7|g||26.58|kcal|0.67|g|1.18|g|0.26|g|1.61|g|3.32|g|||5.46|mg
Curry powder, fish|7|g||12.39|kcal|0.04|g|1.14|g|0.51|g|0.06|g|0.46|g|0|mg|33.88|mg
Curry puff, beef|78.4|g|Deep fried pastry filled with beef curry|265.78|kcal|7.29|g|15.44|g|9.25|g|2.2|g|24.38|g|26.66|mg|454.72|mg
Curry puff, chicken|115|g|Pastry filled with chicken chunks, potato cubes and egg in curry paste mixture|339.25|kcal|8.4|g|22.08|g|9.46|g|3.33|g|26.8|g|24.15|mg|388.7|mg
Curry puff, frozen, deep fried|90|g|Curry puff w/ potato|318.6|kcal|9.63|g|19.62|g|9.26|g|1.53|g|25.83|g|||409.5|mg
Curry puff, potato and mutton filling, deep fried|138|g|Pastry, flaky, with potato and mutton filling, deep fried|401.58|kcal|8.42|g|21.94|g|10.86|g|3.86|g|42.5|g|22.08|mg|800.4|mg
Curry puff, potato, and spices, deep fried|40|g||127.63|kcal|1.88|g|5.64|g|2.79|g|1.11|g|17.28|g|0|mg|68|mg
Curry puff, twisted|59|g|Karipap pusing|127.48|kcal|3.07|g|9.85|g|0|g|0.41|g|6.61|g|0|mg|168.74|mg
Curry pumpkin and long beans|133.3|g|Pumpkin and longbeans stewed in coconut milk|89.31|kcal|3.2|g|6.27|g|4.63|g|1.87|g|4.96|g|9.28|mg|261.8|mg
Curry salted fish and potato, in coconut milk (Malay)|322.52|g|Kari ikan kering, Salt fish curry|509.58|kcal|32.57|g|39.35|g|31.77|g|9.29|g|6.68|g|61.41|mg|905.31|mg
Curry sauce, McDonald's|25.5|g||36.72|kcal|0.48|g|1.1|g|0.67|g|0.28|g|6.17|g|||221.34|mg
Curry udon with potato & carrot|524|g|Udon, potato, carrot, curry sauce|382.52|kcal|13.1|g|10.01|g|5.76|g|6.29|g|60.26|g|||1477.68|mg
Curry, beef|90|g|Kari daging lembu, jia li niu ruo|130.14|kcal|13.14|g|5.13|g|2.47|g|1.29|g|7.74|g|58.09|mg|66.6|mg
Curry, chicken, canned|300|g||561.44|kcal|33.84|g|32.15|g|14.38|g|||33.84|g|104.34|mg|1085.7|mg
Curry, indian mackerel|80|g||67.15|kcal|10.75|g|2.18|g|1.69|g|0.35|g|1.09|g|32|mg|88.96|mg
Curry, mutton, canned|167|g||362.42|kcal|18.04|g|28.89|g|18.2|g|1.67|g|7.68|g|78.16|mg|708.08|mg
Curry, potato [DO NOT USE]|153.13|g|Little gravy|791.68|kcal|28.64|g|59.58|g|14.32|g|13.93|g|35.04|g|12.25|mg|669.02|mg
Custard apple|145|g||63.34|kcal|1.62|g|0.24|g|0.08|g|2.03|g|13.64|g|||0.81|mg
Custard cream puff|110|g|Puff with custard cream filling|272.8|kcal|5.28|g|16.06|g|9.57|g|1.32|g|26.73|g|92.73|mg|213.4|mg
Custard powder|9|g||34.2|kcal|0.04|g|0.09|g|0.01|g|0.01|g|8.31|g|||10.53|mg
Cuttlefish ball, deep fried|30|g||55.2|kcal|3.45|g|2.88|g|1.14|g|0.63|g|3.84|g|45.6|mg|218.7|mg
Cuttlefish cracker, fried|80|g||343.2|kcal|4.16|g|8.56|g|3.69|g|||62.32|g|||421.6|mg
Cuttlefish finger|13|g|Cuttlefish, finger|23.14|kcal|1.74|g|0.99|g|0.4|g|0.18|g|1.81|g|3.77|mg|196.95|mg
Cuttlefish porridge|570|g|Cuttlefish Porridge|473.1|kcal|9.69|g|5.13|g|2.28|g|2.28|g|98.04|g|5.7|mg|1088.7|mg
Cuttlefish snack, prepared|40|g||141.2|kcal|15|g|0.32|g|||0.08|g|19.6|g|||369.2|mg
Cuttlefish, cooked|200|g||316|kcal|64.96|g|2.8|g|0.47|g|||3.28|g|448|mg|1488|mg
Cuttlefish, dried|13|g||39.05|kcal|7.88|g|0.36|g|0.09|g|||1.07|g|||134.94|mg
Cuttlefish, in brine|6|g|Boiled cuttlefish, cut in large pieces|3.54|kcal|0.68|g|0.08|g|0.04|g|||||4.32|mg|7.38|mg
Cuttlefish, raw|6|g||4.15|kcal|0.87|g|0.07|g|0.03|g|||0.01|g|6.06|mg|5.24|mg
Cuttlefish, small, fried in chilli|45|g||55.26|kcal|4.97|g|2.88|g|1.33|g|||2.35|g|||59.01|mg
Daging kambing goreng|150|g|Mutton simmered in coconut milk, fried, malay style|408.75|kcal|51|g|22.02|g|10.2|g|4.25|g|1.65|g|161.69|mg|384.45|mg
Daging masak merah|155|g|Tender beed simmered in red tomato sauce|305.01|kcal|24.3|g|14.46|g|7.41|g|1.69|g|18.71|g|71.86|mg|780.86|mg
Daging rempah|146.11|g|Lamb patty, cooked with coconut milk, garlic, ginger and onion|352.13|kcal|26.15|g|25.28|g|14.17|g|3.07|g|5.11|g|97.89|mg|675.03|mg
Dahi Bhalla, deep-fried|533|g|Deep fried batter made from black gram,green chilies,salt,onion. Served with mixture of yoghurt,salt,chili powder|575.64|kcal|33.05|g|23.45|g|8.1|g|17.59|g|58.63|g|63.96|mg|1481.74|mg
Daiquiri|60|g|Cocktail with 69.4% rum, 25.5% lime juice, 5.1% sugar, and ice. Alcohol: 11.9% by volume (9.6% by weight)|111.6|kcal|0.06|g|0.06|g|0|g|||4.08|g|||3|mg
Dakgalbi with rice|450|g|Dakgalbi with rice, Korean spicy chicken with rice, korean dakgalbi with rice|556.29|kcal|33.12|g|12.33|g|2.11|g|4.14|g|77.58|g|55.3|mg|658.4|mg
Dan Dan Mian|375|g|Noodles, peanuts, gravy and vegetables|577.5|kcal|19.5|g|29.03|g|8.77|g|7.5|g|59.25|g|||1057.5|mg
Danish pastry|54|g|Thin layered pastry|224.64|kcal|4.48|g|11.88|g|7.28|g|0.92|g|24.35|g|30.24|mg|160.92|mg
Dao xiao mian, beef, soup|990|g|Noodles, beef, vegetables, black fungus|693|kcal|46.53|g|7.13|g|2.87|g|5.94|g|109.89|g|||3078.9|mg
Date, Chinese, black, dried|2.22|g||4.96|kcal|0.04|g|0.01|g|0|g|0.06|g|1.19|g|||0.14|mg
Date, dried|2.22|g||4.96|kcal|0.04|g|0.01|g|0|g|0.06|g|1.19|g|||0.14|mg
Deep fried baby sotong|221|g|Baby sotong, deep fried|923.78|kcal|66.74|g|60.78|g|27.63|g|||27.18|g|1047.54|mg|1637.61|mg
Deep fried battered coconut|59|g|Finger shaped, mashed coconut, mixed with flour, deep fried|200.01|kcal|3.78|g|12.45|g|6.84|g|2.07|g|18.29|g|||188.8|mg
Deep fried battered prawn|118|g||308.11|kcal|18.58|g|20.28|g|9.97|g|1.13|g|12.57|g|64.57|mg|609.45|mg
Deep fried beancurd with shrimp|29|g|Dim sum, beancurd, with shrimp, deep fried|76.85|kcal|4.64|g|5.51|g|2.11|g|0.7|g|2.2|g|8.99|mg|133.11|mg
Deep fried carrot cake|130|g|Carrot cake, deep-fried|179.4|kcal|3.38|g|6.37|g|2.73|g|1.17|g|27.17|g|4.55|mg|475.8|mg
Deep fried chicken chop, with skin|150.25|g||243.77|kcal|25.67|g|13.95|g|5.27|g|0.94|g|3.98|g|105.48|mg|454.72|mg
Deep fried chicken wing|96|g|Chicken, wing, flour coated, fried, lean and skin|163.07|kcal|13.28|g|11.3|g|3.1|g|||1.22|g|41.21|mg|39.18|mg
Deep fried fish bee hoon soup with milk|800|g|Thick rice vermicelli, vegetables and fish slices cooked in clear broth with added evaporated milk|641.52|kcal|46.31|g|19.87|g|7.4|g|1.62|g|66.23|g|47.84|mg|2707.91|mg
Deep fried flour batter|50|g||119|kcal|2.8|g|3.9|g|1.75|g|1.1|g|18.1|g|||132.5|mg
Deep fried jellyfish on a stick|6|g|Satay stick, snack,Jellyfish, on stick, deep fried|24|kcal|0.68|g|0.71|g|0.39|g|0.07|g|3.72|g|1.2|mg|53.4|mg
Deep fried lemon chicken|175|g|Chicken, with lemon sauce|607.25|kcal|29.93|g|40.95|g|16.63|g|1.4|g|29.75|g|157.5|mg|910|mg
Deep fried mackerel|114|g|Ikan tenggiri goreng, Mackerel, Spanish, deep fried|196.38|kcal|28.84|g|9.03|g|4.29|g|||||71.58|mg|1030.14|mg
Deep fried pork lard|220|g|Deep fried pork lard|1639|kcal|58.08|g|156.2|g|60.63|g|||||110.11|mg|784.08|mg
Deep fried shallots|5|g|bawang goreng,Shallot, deep-fried|25.45|kcal|0.19|g|1.37|g|0.61|g|0.25|g|3.09|g|||2|mg
Deep fried soft shell crab|111|g|Crab, soft-shell, coated with flour, deep-fried,Deep fried soft-shell crab, soft shell crab|270.84|kcal|11.66|g|17.21|g|3.92|g|1.78|g|17.54|g|69.93|mg|314.13|mg
Deep fried soyabean cake|120|g||202.8|kcal|14.28|g|15.72|g|3.96|g|1.08|g|0.96|g|||198|mg
Deep fried spare ribs|135|g||257.68|kcal|17.21|g|20.69|g|7.87|g|1.19|g|0.65|g|64.86|mg|791.74|mg
Deep fried spicy fishcake|70|g|Fishcake with chilli, deep fried|78.63|kcal|5.95|g|2.31|g|1.12|g|1.4|g|8.47|g|42|mg|766.5|mg
Deep fried tempeh|30|g|Tempeh, deep fried|110.1|kcal|6.15|g|9.18|g|3.45|g|2.73|g|0.72|g|||96|mg
Deep fried wanton|20|g|Wanton, deep fried|84.8|kcal|2.34|g|5.98|g|2.72|g|0.3|g|5.38|g|6.8|mg|147|mg
Deer/Venison, Raw|90|g||108|kcal|20.7|g|2.16|g|0.86|g|||||76.5|mg|45.9|mg
Deli Style Roll, Subway|58|g||164.72|kcal|5.22|g|2.2|g|0.8|g|0.99|g|29|g|||309.72|mg
Dhal curry without coconut milk|141.2|g||111.52|kcal|9.18|g|3.08|g|0.64|g|5.72|g|11.78|g|||280.85|mg
Dhansak|209|g|Mutton stewed with lentils, eggplant, pumpkin, spinach and green pepper|211.72|kcal|19.33|g|9.15|g|5.18|g|6.86|g|12.98|g|62.09|mg|518.95|mg
Di wang chai with belachan, stir fried|184|g|Leaf and stem with belacan, stir-fried|246.56|kcal|9.02|g|22.82|g|9.75|g|3.13|g|1.66|g|16.56|mg|614.56|mg
Digestive biscuit|10|g|Made with wheat flour, wholemeal flour and sugar, baked|48.8|kcal|0.6|g|2.11|g|0.98|g|0.37|g|6.87|g|0.2|mg|61.1|mg
Dim sum, beancurd roll|33.33|g|Chinese style, beancurd sheet, wrapped with minced pork with diced parsley, deep fried|66.26|kcal|4.67|g|4.82|g|1.9|g|0.24|g|1.05|g|4.8|mg|183.08|mg
Dim sum, chicken feet with dark sauce, stewed|108|g|Chicken feet, deep-fried, cooked with black bean and dark sauce, stewed|83.98|kcal|7.7|g|5.83|g|1.81|g|1.22|g|0.29|g|12.25|mg|254.28|mg
Dim sum, dumpling, chives with minced prawn, steamed|34|g||47.94|kcal|2.55|g|1.9|g|0.57|g|0.82|g|5.13|g|9.52|mg|163.54|mg
Dim sum, dumpling, yam, deep fried|69|g||201.48|kcal|2.9|g|12.28|g|5.42|g|2.07|g|22.98|g|3.45|mg|793.5|mg
Dim sum, pork ribs|100|g|Stewed BBQ pork ribs|168|kcal|15.9|g|9.6|g|3.8|g|1|g|4.6|g|51.7|mg|626|mg
Dim sum, pork tart, BBQ|49|g||180.81|kcal|4.8|g|11.76|g|5.64|g|0.54|g|14.06|g|18.62|mg|380.24|mg
Dim sum, sharkfin dumpling|26.67|g|Yu qi gao|41.05|kcal|3.05|g|2.15|g|0.83|g|0.29|g|2.36|g|8.93|mg|139.56|mg
Dim sum, siew mai, steamed|16|g||28.64|kcal|1.41|g|1.33|g|0.44|g|0.29|g|2.8|g|3.52|mg|99.04|mg
Dim sum, turnip cake, steamed|49|g||65.66|kcal|1.23|g|2.01|g|0.84|g|1.23|g|10.63|g|2.45|mg|196|mg
Dim sum, you tiao|18|g|Flour fritter with octopus paste|61.38|kcal|1.49|g|3.53|g|1.48|g|0.36|g|5.96|g|6.3|mg|34.56|mg
Dodol berdurian|22|g||75.24|kcal|0.55|g|1.06|g|0|g|0.02|g|15.86|g|0|mg|8.8|mg
Donut with Cream Filling|86|g|Cream filling and empty doughnut|290.68|kcal|5.33|g|16.78|g|9.13|g|1.03|g|29.5|g|||246.82|mg
Double Cheeseburger, Burger King|221|g||623.22|kcal|35.36|g|35.05|g|13.54|g|2.87|g|38.87|g|90.61|mg|1180.14|mg
Double Cheeseburger, McDonalds'|163|g||433.58|kcal|24.45|g|22.01|g|12.7|g|3.99|g|33.01|g|53.79|mg|1080.69|mg
Double Chocolate Chip Cookies, Subway|45|g||210.15|kcal|1.8|g|10|g|5.4|g|1|g|30|g|14.85|mg|170.1|mg
Double Quarter Pounder with Cheese, McDonald's|280|g|Burger containing two patties of beef, two slices of cheese, pickles, onion, ketchup and mustard|812|kcal|53.2|g|47.99|g|8.79|g|8.99|g|38|g|61.6|mg|1178.8|mg
Dough, yeast|199.6|g||738.48|kcal|24.75|g|12.18|g|2.79|g|6.79|g|132.33|g|||115.77|mg
Doughnut, chocolate coated|60|g|Medium: diameter=7.62 cm (radius=3.81 cm)|250.2|kcal|2.7|g|11.94|g|3.08|g|1.32|g|34.44|g|34.2|mg|204|mg
Doughnut, plain|56|g|Sweet deep fried dough ring, coated with icing sugar|222.32|kcal|4.42|g|10.64|g|5.26|g|1.06|g|27.22|g|5.6|mg|159.6|mg
Dragonfruit|300|g|Raw dragonfruit|105.84|kcal|2.81|g|0.22|g|0.04|g|5.83|g|22.9|g|||25.92|mg
Draught|500|g|Draught, draught beer, cider, draft beer|180.6|kcal|1.5|g|||||||1.5|g|||45|mg
Dressing, Italian, reduced fat, commercial|20|g||6.27|kcal|0.04|g|||||||1.1|g|||158|mg
Dressing, coleslaw, reduced fat, commercial|20|g|French Dressing, R.Fat|29.09|kcal|0.12|g|1.96|g|0.24|g|||2.6|g|4.4|mg|194|mg
Dressing, coleslaw, regular, commercial|20|g|Thick white creamy sauce used to dress salads such as coleslaw which is a combination of shredded raw carrot and cabbage. Major ingredients include oil, sugar, vinegar and egg.|78.42|kcal|0.2|g|6.02|g|0.68|g|||6.08|g|8|mg|194|mg
Dressing, french, commercial|20|g||52.78|kcal|0.02|g|4.76|g|0.56|g|||2.34|g|||366|mg
Dressing, french, reduced fat, commercial|20|g|Salad dressing without added oil. Major ingredients include oil, sugar, vinegar and spices|4.07|kcal|0.02|g|0.02|g|||||0.58|g|||262|mg
Dressing, italian, commercial|20|g||6.27|kcal|0.04|g|||||||1.1|g|||158|mg
Dressing, thousand island, commercial|20|g||77.51|kcal|0.2|g|7.04|g|0.74|g|0.28|g|3.32|g|5.4|mg|174|mg
Dressing, thousand island, reduced fat, commercial|20|g|Beige or light orange coloured low oil cream, emulsified sauce used to dress salads and seafood. Major ingredients include tomato, sugar, vinegar, vegetable oil and gherkin.|34.5|kcal|0.16|g|2.08|g|0.24|g|0.28|g|3.52|g|5.8|mg|166|mg
Dried cuttlefish with hot peanut sauce|71.1|g|Sambal tumis sotong kering, Cuttlefish, dried, hot peanut sauce|147.18|kcal|13.01|g|9.74|g|2.64|g|3.41|g|1.78|g|118.46|mg|581.6|mg
Dried ee mee, raw|170|g|Deep fried egg noodle|865.3|kcal|12.75|g|44.54|g|20.23|g|3.57|g|103.36|g|||860.2|mg
Dried shrimp|80|g|Bun filled with minced dried shrimp, chilli and sugar, baked|275.2|kcal|10.72|g|12.8|g|6.08|g|2.48|g|29.28|g|46.4|mg|524|mg
Drink mix, orange flavor, powder|207|g||803.16|kcal|||2.55|g|||||194.81|g|||130.41|mg
Dripping, beef|15|g|Fat rendered from the meat, muscles and bones of beef.|132.88|kcal|0.03|g|15|g|7.82|g|||||13.5|mg|0|mg
Drumstick vegetable|10|g||2.6|kcal|0.33|g|0.02|g|||0.33|g|0.27|g|||0.2|mg
Drumstick, leaf, raw|26|g||23.12|kcal|1.51|g|0.29|g|||0.31|g|3.64|g|||2.34|mg
Drumstick, meat only, skin & breading removed, KFC (NNS)|95.5|g|Taken from: 05010052 Chicken, drumstick, fried, lean only (FOCOS)|186.23|kcal|27.33|g|7.72|g|2.03|g|||||89.77|mg|91.68|mg
Drumstick, original recipe, KFC|63|g||117.95|kcal|12.94|g|8.5|g|2.61|g|||1.34|g|32.35|mg|202.07|mg
Drunken prawn|186|g|Prawn, drunken|94.79|kcal|19.96|g|1.73|g|0.73|g|||||113.01|mg|234.23|mg
Dry ban mian|547|g|Ban mian, minced meat, vegetables, anchovies|749.39|kcal|35.01|g|28.99|g|12.36|g|4.92|g|86.97|g|||1854.33|mg
Dry beef noodles|465|g|Beef noodle, dry|469.65|kcal|20|g|5.12|g|2.33|g|6.51|g|86.03|g|41.85|mg|2111.1|mg
Dry chicken and mushroom noodles|397|g|Noodles, chicken and mushroom, dry|440.67|kcal|26.6|g|14.69|g|5.56|g|6.75|g|50.42|g|83.37|mg|1699.16|mg
Dry chicken feet noodles|409|g|Noodles, chicken feet, dry|486.71|kcal|20.04|g|16.36|g|5.48|g|6.14|g|64.62|g|73.62|mg|1787.33|mg
Dry duck noodles|327|g|Duck noodle, dry|500.31|kcal|24.2|g|15.04|g|5.23|g|3.6|g|66.71|g|91.56|mg|1370.13|mg
Dry minced pork and mushroom noodles|311|g|Noodles, mee pok, minced pork and black mushroom, dry|510.66|kcal|19.62|g|22.7|g|9.17|g|4.85|g|56.98|g|28.61|mg|1490.62|mg
Dry mutton curry|225|g|Kari kambing, Mutton curry, dry|416.23|kcal|43.65|g|26.33|g|12.15|g|5.18|g|1.13|g|158.54|mg|798.75|mg
Dry prawn noodles|345|g|Xia mian gan; Hei mee da|460.93|kcal|20.36|g|13.11|g|6.21|g|5.18|g|65.21|g|48.3|mg|1935.45|mg
Dry sherry|55|g|Fermented grape juice to which additional alcohol is added and with a low sugars content (approximately 1%). 14.1% v/v alcohol.|57.24|kcal|0.06|g|||||||0.66|g|||10.45|mg
Duck Confit|425|g|Duck, mashed potato, mushroom, orange pulp, smoked duck, salad, croutons, sauce, bean vermicelli, soup and chilli sauce|579.28|kcal|37.95|g|39.31|g|13.34|g|4|g|18.78|g|||1749.81|mg
Duck noodles soup|539|g|Noodles, duck, soup|506.66|kcal|22.1|g|18.86|g|6.47|g|3.23|g|61.99|g|107.8|mg|1961.96|mg
Duck porridge|573|g|Porridge with boiled boneless duck meat, fried onion and soya sauce.|595.92|kcal|56.73|g|17.19|g|6.3|g|4.58|g|53.29|g|114.6|mg|1272.06|mg
Duck rice, with skin removed|350|g||530.02|kcal|24.28|g|10.96|g|3.62|g|3.39|g|83.6|g|79.78|mg|325.55|mg
Duck soup with kiam chye|487|g|Soup made of duck and salted preserved cabbage, skin removed after cooked|132.46|kcal|20.41|g|5.06|g|1.66|g|2.58|g|1.27|g|51.62|mg|1476.1|mg
Duck with salted vegetable soup|439.4|g||178.64|kcal|23.73|g|8.7|g|3.16|g|0.4|g|0.79|g|94.91|mg|1842.84|mg
Duck, domesticated, raw, lean and skin|1700|g||4600.65|kcal|130.99|g|447.63|g|150.35|g|||||865.64|mg|717.57|mg
Duck, domesticated, raw, lean only|606|g||239.98|kcal|33.23|g|10.82|g|4.22|g|||||139.99|mg|134.53|mg
Duck, intestine, raw|1|g||0.68|kcal|0.08|g|0.04|g|0.01|g|||0|g|0.99|mg|0.17|mg
Duck, liver, raw|44|g||59.63|kcal|8.23|g|2.02|g|0.62|g|||1.54|g|226.6|mg|38.28|mg
Duck, vegetarian, with mushrooms and preserved vegetables, canned|296|g|Canned gluten with mushroom and preserved vegetables|257.52|kcal|22.2|g|8.58|g|2.96|g|10.06|g|23.38|g|||4114.4|mg
Duck, wing, raw, lean and skin|1|g||2.3|kcal|0.07|g|0.22|g|0.08|g|||||||0.31|mg
Duck, with ginger, chinese mushroom, lettuce, stewed|208.53|g|Duck stewed with Chinese mushroom and cabbage|317.77|kcal|21.53|g|24.89|g|7.32|g|1.87|g|1.92|g|125.43|mg|517.68|mg
Duck, with preserved vegetable, canned|362|g|Canned roasted duck with preserved vegetable|589.59|kcal|36.08|g|40.59|g|11.34|g|9.34|g|20.3|g|119.21|mg|3647.08|mg
Duku, raw|29.2|g||6.58|kcal|0.11|g|0.04|g|||||1.45|g|||0.24|mg
Dumpling ban mian, pork|894|g|Ban mian, pork dumpling, vegetable, egg, anchovies|634.74|kcal|31.29|g|17.97|g|7.78|g|2.68|g|87.61|g|||2816.1|mg
Dumpling skin, raw|6|g||15.54|kcal|0.44|g|0.11|g|0.05|g|0.1|g|2.93|g|||38.1|mg
Dumpling, chives and minced pork filling, fried|26|g||82.03|kcal|2.47|g|5.19|g|1.95|g|0.34|g|6.35|g|9.9|mg|99.23|mg
Durain dodol|14|g|dodol, durian|41.44|kcal|0.56|g|0.95|g|0.32|g|0.88|g|7.66|g|||8.4|mg
Durian|398|g|Chendol topped with durian paste|408.75|kcal|5.73|g|19.22|g|16.64|g|10.35|g|53.25|g|||169.15|mg
Durian Pancake|50|g|Durian pancake|83|kcal|2.1|g|2.49|g|1.5|g|2.3|g|13|g|||28.3|mg
Durian cake|25|g|Mooncake, durian, plain, baked|102.35|kcal|1.28|g|5.28|g|2.03|g|0.68|g|12.44|g|0.75|mg|46.38|mg
Durian fermented|15|g|Tempoyak|16.96|kcal|0.41|g|0.39|g|||0.22|g|2.94|g|||86.55|mg
Durian ice kacang|450|g|Ice kacang, durian|274.5|kcal|5.85|g|5.4|g|2.52|g|14.85|g|49.95|g|||108|mg
Durian pudding|189|g|Pudding, durian|262.71|kcal|5.67|g|8.32|g|5.22|g|5.29|g|41.39|g|||90.72|mg
Durian puff|30|g|Puff, durian|76.5|kcal|1.41|g|4.83|g|2.9|g|0.78|g|6.87|g|22.8|mg|68.7|mg
Durian wafer|18|g|Wafer, durian|76.5|kcal|1.26|g|2.07|g|1.1|g|0.31|g|13.19|g|0.54|mg|5.04|mg
Durian, Malaysian, mid-range|41|g|Raw durian|32.14|kcal|0.5|g|0.56|g|0.17|g|0.62|g|6.25|g|||1.61|mg
Durian, raw|37.8|g||12.72|kcal|0.22|g|0.28|g|0.09|g|0.32|g|2.32|g|||3.33|mg
Easy crispy coating flour|44|g|Seasoning flour used for coating|143.88|kcal|6.78|g|0.31|g|0.11|g|1.1|g|28.56|g|||3378.76|mg
Eclair, chocolate, commercial|70|g|Commercially produced baked choux pastry shell with cream or custard filling and chocolate icing. Pastry 40%, filling 40%, icing 20%|273.3|kcal|4.41|g|18.34|g|12.39|g|2.03|g|22.89|g|68.6|mg|113.4|mg
Economic fried bee hoon|199|g|Rice noodles, with bean sprouts, fried|250.18|kcal|5.57|g|4.97|g|2.39|g|3.58|g|45.77|g|5.97|mg|819.88|mg
Economic fried kway teow|200|g|"Economic" kway teow|278|kcal|6.6|g|5.8|g|2.66|g|1.6|g|50.4|g|||1062|mg
Ee mee noodles with tofu and mixed vegetables|500|g|Claypot noodles, with tofu and mixed vegetables, Noodles with tofu and mixed vegetables, stir fried noodles with vegetables, stir fried noodles with assorted vegetables,|470|kcal|18|g|25.5|g|10.4|g|3|g|41.5|g|||1140|mg
Eel, grilled, Japanese style|96|g||296.83|kcal|23.16|g|21.14|g|6.48|g|||3.49|g|82.46|mg|565.34|mg
Egg McMuffin, McDonalds'|137|g|Burger, Mc Muffin, egg, Mc Donald's|290.44|kcal|17.81|g|13|g|4.6|g|2|g|26|g|150.7|mg|720.62|mg
Egg banjo|180|g|Fried egg sandwich,"banjo" telur|372.56|kcal|13.68|g|16.92|g|5.22|g|||41.4|g|||412.2|mg
Egg foo yong|256|g|Eggs, peas, carrots, and prawns, fried|660.48|kcal|29.95|g|57.6|g|28.16|g|1.54|g|5.63|g|847.36|mg|947.2|mg
Egg mayonnaise sandwich|108|g|egg mayonnaise wholemeal sandwich , egg mayo wholemeal sandwich, egg and mayo wholemeal sandwich|260|kcal|10.4|g|9.1|g|1.8|g|1.61|g|34.3|g|147.66|mg|350|mg
Egg pancake, in sauce|185.35|g|Telur dadar ketchup|176.08|kcal|7.6|g|11.12|g|4.24|g|2.78|g|11.68|g|159.4|mg|326.22|mg
Egg powder|1|g||4.44|kcal|0.56|g|0.13|g|0.04|g|||0.22|g|5.72|mg|8|mg
Egg prata|130|g|Roti prata with egg|319.54|kcal|13|g|15.86|g|6.45|g|2.6|g|31.21|g|194.09|mg|403.13|mg
Egg sambal|70|g|Sambal telur|66.75|kcal|4.27|g|4.06|g|1.33|g|||3.22|g|245|mg|464.8|mg
Egg tart|64|g|Chinese egg tart, egg custard in tart shell, baked|177.92|kcal|4.29|g|9.73|g|5.5|g|0.7|g|18.43|g|53.76|mg|74.88|mg
Egg tart, KFC|45|g||166.05|kcal|2.7|g|10.8|g|5.9|g|||14.6|g|||32.4|mg
Egg tofu|150|g||99|kcal|10.5|g|6.3|g|2.03|g|2.25|g|||94.8|mg|513|mg
Egg white, dried|1|g||3.82|kcal|0.81|g|||||||0.08|g|||12.8|mg
Egg yolk, powder|422|g|Dried egg yolk|2304.12|kcal|176.4|g|151.08|g|48.78|g|||59.08|g|1287.1|mg|1945.42|mg
Egg, duck, whole, raw|73|g||114.3|kcal|8|g|8.26|g|2.86|g|||1.97|g|358.83|mg|67.32|mg
Egg, duck, whole, salted|67.3|g||112.53|kcal|7.52|g|7.52|g|2.61|g|||3.73|g|383.18|mg|1602.66|mg
Egg, duck, yolk, raw|31|g||117.21|kcal|4.5|g|10.48|g|2.91|g|||1.24|g|488.56|mg|9.33|mg
Egg, duck, yolk, salted|17|g||96.56|kcal|3.88|g|9.01|g|3.15|g|||||358.7|mg|52.19|mg
Egg, goose, white, raw|94.34|g||45.32|kcal|8.4|g|||||||3.02|g|||72.92|mg
Egg, goose, whole, raw|165.5|g||282.19|kcal|15.98|g|22.46|g|7.92|g|||4.03|g|1013.65|mg|130.45|mg
Egg, goose, yolk, raw|49.66|g||160.94|kcal|7.7|g|13.11|g|4.32|g|||3.08|g|842.23|mg|12.12|mg
Egg, hen, poached|50|g||74.93|kcal|6.15|g|5.6|g|1.7|g|||0.15|g|214|mg|43.5|mg
Egg, hen, scrambled with whole milk, butter and pepper|20.55|g||33.5|kcal|2.14|g|2.77|g|1.23|g|||0.08|g|64.53|mg|28.98|mg
Egg, hen, white, hard boiled|29|g||14.14|kcal|3.36|g|||||||0.12|g|||47.27|mg
Egg, hen, white, raw|32|g||13.23|kcal|3.2|g|0|g|0|g|||0.13|g|||58.24|mg
Egg, hen, whole, hard boiled|55|g||73.11|kcal|6.39|g|5.28|g|1.6|g|||0.15|g|207.64|mg|59.53|mg
