food_name|serving_size|serving_size_unit|description|energy|energy_unit|protein|protein_unit|total_fat|total_fat_unit|saturated_fat|saturated_fat_unit|dietary_fibre|dietary_fibre_unit|carbohydrate|carbohydrate_unit|cholesterol|cholesterol_unit|sodium|sodium_unit
Spectrum organic red wine vinegar|15|g||||||||||||1|g|||5|mg
Spiced mutton|49.06|g|Lean mutton cooked with tomato, chilli powder and ginger, deep fried|141.78|kcal|16.63|g|8.34|g|4.44|g|0.98|g|0.05|g|83.4|mg|234.51|mg
Spices of the orient flour, original|44|g|Seasoning flour used for coating|148.28|kcal|4.4|g|0.44|g|0.14|g|1.19|g|31.77|g|||1883.64|mg
Spices, turmeric, ground|6.8|g||24.07|kcal|0.53|g|0.67|g|0.21|g|1.43|g|0.3|g|||2.58|mg
Spicy cucumber salad with coconut milk|98|g|Cucumber salad with coconut milk, chilli and shallot|64.68|kcal|0.59|g|4.7|g|4.08|g|1.96|g|5.1|g|||660.52|mg
Spicy stir-fried cauliflower|85.98|g||44.71|kcal|1.89|g|3.44|g|1.31|g|2.88|g|1.6|g|4.51|mg|298.35|mg
Spicy tapioca chips|128|g|Tapioca, chip, with chilli and ikan bilis|596.86|kcal|6.16|g|30.57|g|12.2|g|5.35|g|74.28|g|9.09|mg|800.77|mg
Spicy vegetables with coconut milk and yoghurt|582|g|Cabbage, cauliflower, carrots, french beans, cooked in mixture of yoghurt, coconut cream and curry powder|552.9|kcal|12.8|g|33.76|g|22.58|g|22.7|g|50.05|g|34.92|mg|1865.31|mg
Spinach noodles, dried|50|g||177|kcal|6.55|g|0.55|g|0.11|g|1.25|g|36.5|g|0.2|mg|165.5|mg
Spinach with trio egg|675|g|Spinach cooked in chicken stock, with wolfberries and a mixture of century egg, salted egg and regular egg|337.5|kcal|22.28|g|24.64|g|9.72|g|4.72|g|7.43|g|||2835|mg
Spinach, Chinese, raw|56|g||19.41|kcal|1.66|g|1.08|g|0.13|g|0.29|g|0.83|g|||4.97|mg
Spinach, boiled, drained|180|g||41.4|kcal|5.35|g|0.47|g|0.08|g|4.32|g|6.75|g|||126|mg
Spinach, ceylon, raw|85|g||11.63|kcal|0.8|g|0.05|g|0.01|g|1.3|g|1.91|g|||7.52|mg
Spinach, english, raw, leaf and stem|53|g||11.6|kcal|1.16|g|0.13|g|0.02|g|0.36|g|1.34|g|||11.13|mg
Spinach, in gravy|156.31|g|Palak saag|59.4|kcal|1.88|g|4.38|g|2.61|g|3.44|g|3.28|g|10.94|mg|801.87|mg
Spinach, powder|1|g||2.57|kcal|0.2|g|0.04|g|||0.14|g|0.45|g|||15.61|mg
Spinach, red, raw|30|g||6.64|kcal|0.69|g|0.07|g|0|g|0.37|g|0.81|g|||1.48|mg
Spirits|30|g|Spirits, unspecified type,Spirits, spirit liquor, hard liquor|61.2|kcal|||||||||0.03|g|||0.6|mg
Spotted Spanish mackerel, raw|376|g|Tenggiri Papan|191.99|kcal|37.88|g|4.62|g|2.39|g|||||51.89|mg|76.1|mg
Spotted trevally|543|g|Fresh fish|228.71|kcal|54.5|g|1.12|g|0.71|g|||||33.88|mg|242.83|mg
Spread, hazelnut and chocolate-flavoured|19|g|Nutella|98.42|kcal|1.29|g|5.62|g|1.03|g|0.7|g|10.98|g|0.38|mg|6.27|mg
Spread, marmite|6|g|Very thick, dark brown spread. Concentrated yeast extract, fortified with thiamin, riboflavin and niacin.|9.39|kcal|0.94|g|0.1|g|0.02|g|||1.2|g|||183|mg
Spread, vegemite|6|g|Thick dark brown, salty spread. Concentrated yeast extract made by treating yeast with acid, fortified with thiamin riboflavin, niacin. Contains added salt.|8.45|kcal|1.46|g|0.06|g|0.01|g|||0.49|g|||1800|mg
Spring chicken, raw, lean without fat, skin and bones|441|g|Whole spring chicken with fat, skin and bones removed|511.56|kcal|82.91|g|17.64|g|5.38|g|||4.41|g|246.96|mg|388.08|mg
Spring chicken, raw, with fat and skin|441|g|Whole spring chicken with fat, skin and bones removed|511.56|kcal|82.91|g|17.64|g|5.38|g|||4.41|g|246.96|mg|388.08|mg
Spring onion, raw|2.7|g|Green onion, Qing Cong|0.64|kcal|0.04|g|0|g|||0.05|g|0.1|g|||0.27|mg
Spring roll pork and prawns, non deep fried|65|g|chun juan|201.03|kcal|3.71|g|15.28|g|7.8|g|0.91|g|12.09|g|35.1|mg|334.75|mg
Spring roll turnip and carrot, deep fried|85|g|Mixture of boiled turnip strips and carrot wrapped in spring roll skin, deep fried|198.9|kcal|4.17|g|10.63|g|4.42|g|2.64|g|21.76|g|0.43|mg|430.53|mg
Squid, raw|226|g||193.37|kcal|32.75|g|2.9|g|0.75|g|||6.47|g|489.72|mg|92.48|mg
Squid, with green pepper, stir fried|116.86|g|Squids with green capsicum and red chillies, deep-fried|113.76|kcal|11.1|g|6.81|g|1.94|g|2.77|g|2.01|g|229.02|mg|256.16|mg
Starfruit / Carambola|113|g||24.41|kcal|0.71|g|0.1|g|0.01|g|2.85|g|5.08|g|||6.1|mg
Starfruit juice|263|g|Juice, starfruit, fresh|76.27|kcal|1.58|g|0.26|g|0.08|g|0.53|g|16.83|g|||36.82|mg
Starfruit, dried|175|g||488.11|kcal|3.5|g|1.58|g|0.53|g|9.8|g|114.1|g|||136.5|mg
Starry triggerfish, whole, raw|212|g||38.06|kcal|9.41|g|0.05|g|0.05|g|||||||88.02|mg
Steamed chicken, with skin and bone|10.26|g||14.92|kcal|1.59|g|0.95|g|0.36|g|||||6.85|mg|13|mg
Steamed chicken, without skin and bone|6.7|g||11.23|kcal|1.52|g|0.45|g|0.16|g|||||4.56|mg|16.62|mg
Steamed crab|237|g|Whole steamed crab|90.72|kcal|18.04|g|2.09|g|0.83|g|||||103.24|mg|480.73|mg
Steamed egg with minced pork|143|g||176.7|kcal|12.73|g|13.01|g|4.72|g|||1.86|g|317.46|mg|886.6|mg
Steamed egg with tofu|131.7|g|Egg, with tofu and spring onion, steamed|127.37|kcal|9.06|g|9.84|g|2.62|g|0.5|g|0.65|g|187.11|mg|519|mg
Steamed fish with preserved black bean|47.5|g||46.55|kcal|6.85|g|2.04|g|0.68|g|0.04|g|0.23|g|22.1|mg|233.04|mg
Steamed fish, unspecified|185|g|Fish cutlets steamed in clear broth or brown sauce|170.44|kcal|31.02|g|5.11|g|2.4|g|0.31|g|||61.42|mg|456.04|mg
Steamed glutinous rice|147.61|g|Lor mai kai|341.86|kcal|16.24|g|15.57|g|4.84|g|2.21|g|34.17|g|49.63|mg|771.11|mg
Steamed mantou|52|g|Steamed bun made from flour and yeast, from imperial herbal restaurant|132.08|kcal|2.65|g|1.35|g|0.51|g|1.04|g|27.46|g|||68.64|mg
Steamed minced pork with salted fish|75.43|g|Pork, lean, minced, with salted fish, ginger and soy sauce, steamed|123.71|kcal|15.92|g|6.41|g|1.99|g|0.68|g|0.53|g|40.73|mg|598.91|mg
Steamed pomfret|163.47|g||135.35|kcal|6.62|g|9.42|g|4.53|g|2.43|g|6.25|g|23.54|mg|891.86|mg
Steamed pork ball|21|g|Minced pork meat, lean and fat|62.58|kcal|3.44|g|5.25|g|1.87|g|||0.4|g|6.93|mg|100.59|mg
Steamed spare ribs with black beans|106|g||171.92|kcal|9.98|g|13.39|g|4.9|g|0.26|g|2.21|g|32.06|mg|622.31|mg
Steamed spare ribs with plum sauce|100.69|g|Pork, spare ribs, with plum sauce, steamed|128.14|kcal|8.88|g|8.3|g|3.36|g|1.5|g|4.55|g|44.38|mg|261.16|mg
Steamed sponge cake|40|g||127.6|kcal|2.84|g|5.32|g|2.2|g|0.2|g|17.12|g|32|mg|106.4|mg
Steamed sui kow|19.5|g|Filling consists largely of prawns, steamed|27.4|kcal|1.19|g|1.54|g|0.59|g|0.25|g|2.16|g|11.31|mg|106.08|mg
Steamed tofu with minced pork|71.9|g||112.83|kcal|8.21|g|7.75|g|2.27|g|0.24|g|2.73|g|17.62|mg|196.73|mg
Stewed pumpkin in coconut milk|88.26|g|Pumpkin kootu,Pumpkin, in coconut milk, stewed (Indian)|131.51|kcal|1.68|g|11.03|g|9.16|g|0.88|g|6.27|g|6.61|mg|217.3|mg
Stewed taupok|44|g|Deep fried soya beancurd with black sauce, stewed.|89.32|kcal|3.3|g|7.7|g|3.12|g|0.35|g|1.72|g|||177.32|mg
Stingray, cooked with tamarind|60|g||122|kcal|13.25|g|6.87|g|3.75|g|0.57|g|1.79|g|17.96|mg|45.82|mg
Stingray, whole, raw|247|g||97.59|kcal|23.91|g|0.22|g|0.08|g|||||40.51|mg|85.96|mg
Stir fried asparagus with scallop|120|g|Asparagus with scallop, stir fried|88.68|kcal|8.56|g|5.15|g|2.03|g|1.99|g|2.03|g|10.44|mg|187.8|mg
Stir fried bean sprout with dried prawn|194.8|g||151.94|kcal|10.32|g|10.13|g|4.05|g|5.45|g|4.75|g|85.67|mg|422.72|mg
Stir fried bean sprout, taukwa and chilli|210|g||279.06|kcal|9.03|g|24.15|g|11.76|g|3.78|g|6.09|g|||823.2|mg
Stir fried beef with black bean sauce|206.64|g|Beef, with black bean sauce, stir fried|423.63|kcal|44.2|g|23.14|g|8.99|g|0.79|g|8.24|g|112.45|mg|1619.89|mg
Stir fried beef with ginger|196|g||297.92|kcal|27.44|g|19.01|g|8.23|g|4.12|g|4.31|g|49|mg|1493.52|mg
Stir fried beef with vegetables|198.2|g|Beef, with broccoli, stir fried|373.67|kcal|43.56|g|19.42|g|7.59|g|1.76|g|5.69|g|112.24|mg|1085.01|mg
Stir fried bittergourd with egg|80|g||136.9|kcal|3.84|g|12.24|g|5.52|g|1.84|g|2.72|g|116.8|mg|504.8|mg
Stir fried bittergourd with roasted pork|90.8|g||155.27|kcal|9.35|g|12.8|g|4.56|g|2.23|g|0.8|g|32.84|mg|336.87|mg
Stir fried broccoli|172.78|g|Broccoli, stir fried|98.48|kcal|5.01|g|6.74|g|2.02|g|3.46|g|4.32|g|||317.92|mg
Stir fried cabbage with dried shrimp|136|g|Cabbage with dried shrimp, stir fried|111.52|kcal|2.86|g|10.34|g|4.62|g|2.72|g|1.9|g|6.12|mg|447.44|mg
Stir fried cabbage with tang hoon and dried prawn|136|g||146.27|kcal|4.35|g|7.89|g|3.13|g|1.77|g|14.28|g|4.08|mg|920.72|mg
Stir fried cabbage, with fuchok and tang hoon|122.3|g||144.24|kcal|4.28|g|9.56|g|2.92|g|2.14|g|10.26|g|||251.69|mg
Stir fried celery with beef|141.36|g|Beef, with celery, stir fried|183.77|kcal|17.53|g|11.03|g|3.55|g|1.7|g|3.53|g|70.68|mg|556.96|mg
Stir fried char siew noodles|450|g|Noodles, W/ char siew, spring onion, FR|738|kcal|18.45|g|26.55|g|8.19|g|6.75|g|105.75|g|||3919.5|mg
Stir fried chicken with almond|230.34|g|Almond gai ding,Chicken, with almond, stir fried|408.39|kcal|23.75|g|31.49|g|9.67|g|2.74|g|7.49|g|154.79|mg|504.91|mg
Stir fried chicken with button mushroom|120.55|g|Chicken, with button mushroom, stir fried|163.95|kcal|21.82|g|7.11|g|1.99|g|1.81|g|3.13|g|25.32|mg|584.67|mg
Stir fried chicken with ginger|312|g||534.31|kcal|38.26|g|37.74|g|13.1|g|||9.7|g|324.98|mg|1727.11|mg
Stir fried chicken, with beansprouts|68.75|g||99.28|kcal|8.55|g|6.72|g|2.04|g|1.44|g|1.13|g|31.21|mg|202.68|mg
Stir fried chinese cabbage with pork|56.35|g||44.29|kcal|2.36|g|3.63|g|1.07|g|0.43|g|0.51|g|5.64|mg|104.3|mg
Stir fried chye sim|114.98|g||161.33|kcal|3.24|g|14.96|g|1.94|g|0.53|g|3.97|g|2.47|mg|541.3|mg
Stir fried dou miao|162|g|Pea shoot, doumiao, stir fried|207.36|kcal|6.16|g|19.44|g|8.26|g|1.78|g|2.27|g|||570.24|mg
Stir fried ee fu noodles|418.28|g|Stir fried soft yellow noodles topped with thin slices of mushrooms and vegetables.|605.38|kcal|25.47|g|31.33|g|11.63|g|3.47|g|55.42|g|34.63|mg|2217.8|mg
Stir fried eggplant|100.1|g||171.17|kcal|4.7|g|16.02|g|5.6|g|0.61|g|2.12|g|29.38|mg|184.78|mg
Stir fried fish with garlic|136|g|Fish, with garlic, stir fried|178.16|kcal|15.1|g|9.66|g|3.21|g|3.81|g|7.89|g|53.04|mg|412.08|mg
Stir fried french beans with dried prawn|287|g|Kui-tau char chang, hei bee har mei chau sei -twai-tau si ji dou chau|281.92|kcal|8.04|g|23.25|g|10.91|g|8.61|g|9.76|g|203.77|mg|1549.8|mg
Stir fried garlic chives with prawn|330|g|Gau choi fa,flowering garlic chives with prawn, stir fried|422.4|kcal|23.76|g|32.67|g|14.52|g|4.29|g|8.58|g|141.9|mg|1369.5|mg
Stir fried green pepper chicken breast|63.87|g||71.15|kcal|8.9|g|3.7|g|0.62|g|1.23|g|0.56|g|7.61|mg|190.14|mg
Stir fried kailan with beef|334|g||435.06|kcal|24.05|g|33.73|g|15.7|g|5.34|g|8.35|g|103.54|mg|1639.94|mg
Stir fried long beans and pork|131.91|g|Longbeans and BBQ pork, stir fried|127.95|kcal|12|g|6.46|g|1.53|g|3.43|g|5.67|g|42.21|mg|1039.45|mg
Stir fried luncheon meat with mixed vegetables|120|g|Chunky luncheon meat with diced vegetables, green peas and corns, stir-fried|230.4|kcal|9.12|g|17.28|g|6.48|g|2.64|g|9.48|g|24|mg|666|mg
Stir fried mixed vegetables|120|g|Chunky luncheon meat with diced vegetables, green peas and corns, stir-fried|230.4|kcal|9.12|g|17.28|g|6.48|g|2.64|g|9.48|g|24|mg|666|mg
Stir fried mixed vegetables with tang hoon|97|g|Cabbage, with tunghoon, carrot, dried prawn, stir fried|75.66|kcal|1.94|g|6.21|g|2.66|g|2.52|g|3.1|g|6.79|mg|418.07|mg
Stir fried noodles, with egg, bean sprouts and char siew|157.88|g|Yellow noodle, with egg, onion, bean sprout, spring onion, char siew, chilli, soy sauce, stir fried|284.18|kcal|10.89|g|12|g|3.71|g|2.05|g|33.15|g|64.73|mg|1400.4|mg
Stir fried ostrich meat|183|g|Ostrich meat, stir fried with spring onion & ginger|250.71|kcal|17.75|g|15.19|g|2.47|g|4.03|g|10.8|g|42.09|mg|2062.41|mg
Stir fried pig's blood, with spring onion and oyster sauce|83.33|g||70.41|kcal|8.86|g|3.31|g|1.17|g|0.73|g|1.3|g|88.64|mg|255.99|mg
Stir fried pig's liver|145.65|g|Pig's liver, with onion, stir fried|238.87|kcal|20.1|g|16.17|g|4.95|g|1.02|g|3.35|g|272.37|mg|457.34|mg
Stir fried pork|175.03|g|Minced pork with cucumbers & small prawns, stir fried|221.24|kcal|12.36|g|18.19|g|5.95|g|1.96|g|2.03|g|86.59|mg|405.02|mg
Stir fried pork with white fungus|125.3|g||80.32|kcal|5.8|g|5.6|g|1.74|g|3.9|g|1.69|g|12.76|mg|292.2|mg
Stir fried prawn with broccoli|168|g|Prawn, with broccoli, stir fried|161.36|kcal|11.71|g|11.85|g|4.66|g|2.14|g|2|g|98.53|mg|442.68|mg
Stir fried prawn with cashew nut|149.03|g|Prawn, with cashew nut, stir fried|302.53|kcal|23.55|g|20.86|g|4.9|g|2.09|g|4.92|g|150.52|mg|566.31|mg
Stir fried salted vegetable with minced beef|320.9|g||348.21|kcal|23.1|g|23.43|g|11.23|g|0.96|g|10.59|g|80.22|mg|3404.75|mg
Stir fried sea cucumber with mushroom|318.7|g||284.88|kcal|18.17|g|18.48|g|9.24|g|7.97|g|11.79|g|25.5|mg|1536.13|mg
Stir fried spinach|113.2|g|Potato and spinach stir fried with Indian spices|87.81|kcal|2.48|g|4.04|g|2.13|g|3.02|g|10.38|g|2.48|mg|237.38|mg
Stir fried tofu with minced pork|247.16|g||287.42|kcal|20.54|g|21.28|g|5.76|g|4.79|g|3.44|g|9.34|mg|643.6|mg
Stir-fried nai bai|277|g|Stir-fried baby white|268.69|kcal|5.26|g|25.51|g|11.83|g|2.49|g|4.71|g|||551.23|mg
Stock powder/cube|12|g|Concentrated meat stock that is dried to supplied as a powder or compressed into a cube. Contains ingredients such as salt and flavours.|25.84|kcal|1.36|g|1.07|g|0.53|g|||2.7|g|||2208|mg
Stock, beef|240|g||16.8|kcal|2.64|g|0.48|g|0.26|g|0|g|0|g|||782.4|mg
Stock, chicken, skimmed|421.88|g|Chicken stock, prepared with skimmed chicken stock, less fat, and seasoning steamed|18.56|kcal|3.16|g|0.68|g|0|g|||||||478.41|mg
Stock, fish head|246.2|g|Pati Ikan|20.19|kcal|4.16|g|0.39|g|0|g|||||||338.28|mg
Stomach, in dark sauce, braised|108|g|Pig's stomach served in black sauce, braised|126.36|kcal|17.71|g|6.16|g|2.92|g|||||167.4|mg|494.64|mg
Strawberry Shortcake|141|g|Strawberry and cake|305.97|kcal|4.37|g|20.06|g|13.17|g|2.82|g|27.07|g|||73.18|mg
Strawberry milk|360|g||392.4|kcal|14.4|g|9|g|4.61|g|||68|g|||169.2|mg
Strawberry, fresh, pureed|12|g||3.6|kcal|0.07|g|0.05|g|0|g|0.28|g|0.56|g|||0.12|mg
Strawberry, raw|165|g||283.8|kcal|3.3|g|7|g|3.2|g|5|g|51|g|||90.75|mg
Suan La Fen (Hot & Sour Sweet Potato Noodles|662|g|Vegetables, peanuts, mushroom, meat and noodles|436.92|kcal|9.27|g|14.43|g|5.43|g|15.89|g|68.19|g|||2237.56|mg
Suan la mian|732|g|Hot and sour noodles|570.96|kcal|21.96|g|20.79|g|5.42|g|8.05|g|73.2|g|||2554.68|mg
Subway Club Salad, Subway|377|g|6 g of Fat or Less. Values include lettuce, tomatoes, onions, green peppers, pickles, olives and carrots. Values do not include salad dressing.|150.8|kcal|18.85|g|3.51|g|1.09|g|4|g|14.25|g|35.44|mg|848.25|mg
Sugar Cookies, Subway|45|g||220.05|kcal|1.8|g|12|g|5.7|g|1|g|27.99|g|14.85|mg|139.95|mg
Sugar cane juice|263|g|Sugar cane juice, without ice|126.24|kcal|0.79|g|||||1.58|g|26.04|g|||2.63|mg
Sugar cane juice (2018)|425|g|sugar cane|114.75|kcal|||0.21|g|0.09|g|||28.05|g|||3.27|mg
Sugar confectionery, jelly variety|10|g|Jubes|25.79|kcal|0.53|g|||||||6.37|g|||11|mg
Sugar, brown|13|g|A soft moist brown sugar with a fine crystal size.|48.27|kcal|0.03|g|||||||12.58|g|||2.73|mg
Sugar, raw|15|g|Demerara|57.31|kcal|||||||||14.97|g|||0.15|mg
Sugar, rock|2|g||7.92|kcal|0|g|||||||1.98|g|||0.04|mg
Sugar, syrup, ice fusion|210|g|Syrup for smoothie base|90.3|kcal|||||||||22.68|g|||21|mg
Sugar, white|5|g|Purified extract from the sugar cane plant that is composed almost entirely of sucrose and may be supplied in lumps, coarse or fine granules or as a powder.|19.14|kcal|||||||||5|g||||
Suji, cake|41|g|Sugi cake, cake made from butter, egg, sugar, flour, almonds, spices, almond and vanilla essence, baked|191.02|kcal|3.54|g|13.53|g|7.04|g|0.73|g|13.77|g|76.26|mg|73.31|mg
Sunflower seed|12|g|Kernels produced by removing outer shell of seed.|68.76|kcal|2.72|g|6.12|g|0.52|g|1.3|g|0.26|g|||0|mg
Sup tulang|934|g|Soup made with mutton bone and indian herbs, indian style|210.95|kcal|20.15|g|8.68|g|3.22|g|6.27|g|13.1|g|39.1|mg|1656.69|mg
Super Supreme 12" Large Pan Pizza, Pizzahut|85|g||216.75|kcal|11.05|g|8.59|g|4.3|g|2.1|g|23.4|g|13.6|g|453.9|mg
Super Supreme 9" Regular Pan Pizza, Pizzahut|78|g||195|kcal|10.14|g|7.8|g|3.4|g|1.7|g|21.1|g|9.5|g|358.8|mg
Surimi, finfish|75|g||74.25|kcal|11.4|g|0.68|g|0.14|g|||5.18|g|22.5|mg|107.25|mg
Sushi roll|40|g|Japanese rice base, steamed, topped with fresh seaweed, wrapped with dried seaweed|46.91|kcal|0.83|g|0.1|g|0.01|g|0.79|g|10.66|g|||236.51|mg
Sushi, california roll|40|g|California sushi roll|54.64|kcal|1.68|g|1.36|g|0.36|g|0.47|g|8.92|g|19.52|mg|185.72|mg
Sushi, cooked prawn|31|g|Ebi Sushi|36.24|kcal|1.14|g|0.11|g|0|g|0.91|g|7.67|g|0|mg|104.53|mg
Sushi, cooked scallop|31|g|Cooked scallop sushi|42.59|kcal|2.11|g|0.41|g|0.12|g|0.23|g|7.61|g|10.17|mg|129.52|mg
Sushi, crabmeat mayonnaise|33|g|Crabmeat mayonnaise sushi|59.6|kcal|1.5|g|1.66|g|0.2|g|0.39|g|9.65|g|3.47|mg|155.1|mg
Sushi, egg mayonnaise|23|g|Egg mayonnaise sushi|40.18|kcal|1.18|g|1.08|g|0.21|g|0.31|g|6.43|g|17.73|mg|94.21|mg
Sushi, grilled eel|29|g|Unagi sushi|54.29|kcal|1.83|g|1.76|g|0.54|g|0.85|g|7.78|g|9.08|mg|114.32|mg
Sushi, omelette|39|g||63.18|kcal|2.07|g|1.48|g|0.43|g|0.39|g|10.41|g|34.91|mg|148.59|mg
Sushi, preserved radish|8.5|g|Preserved radish sushi roll|9.22|kcal|0.25|g|0.04|g|0|g|0.14|g|1.97|g|||47.34|mg
Sushi, raw cockle|32|g|Torigai sushi|40.83|kcal|2.7|g|0.16|g|0|g|0.25|g|7.15|g|0|mg|130.59|mg
Sushi, raw cuttlefish|30|g|Cuttlefish sushi|36.3|kcal|1.93|g|0.14|g|0|g|0.2|g|6.83|g|0|mg|118.05|mg
Sushi, raw mackerel|23|g|Saba sushi|32.55|kcal|0.91|g|1.07|g|0.61|g|0.11|g|4.82|g|1.75|mg|47.29|mg
Sushi, raw prawn roe|27|g|Prawn roe sushi|32.99|kcal|1.23|g|0.4|g|0.16|g|0.35|g|6.11|g|13.55|mg|160.25|mg
Sushi, raw salmon roe and cucumber|31|g|Ikura sushi|50.13|kcal|2.83|g|1.12|g|0.35|g|0.47|g|7.2|g|21.95|mg|140.55|mg
Sushi, raw tuna|31|g|Tuna sushi|37.17|kcal|2.79|g|0.15|g|0|g|0.25|g|6.17|g|0|mg|98.46|mg
Sushi, raw tuna, roll|18|g|Tuna sushi roll|18.68|kcal|0.9|g|0.09|g|0|g|0.2|g|3.57|g|0|mg|48.33|mg
Sushi, roll, cucumber|16|g|Japanese rice roll, steamed, rolled with uncooked cucumber, wrapped with dried seaweed|22.03|kcal|0.44|g|0.08|g|0|g|0.09|g|4.9|g|0|mg|54.83|mg
Sushi, roll, futomaki|52|g|Futomaki roll|72.85|kcal|1.95|g|0.86|g|0.22|g|0.54|g|14.33|g|22.15|mg|228.12|mg
Sushi, salmon slice|34|g||59.16|kcal|2.35|g|1.22|g|0.65|g|0.17|g|9.72|g|3.06|mg|114.92|mg
Sushi, seasoned baby octopus|34|g|Seasoned octopus sushi|54.5|kcal|2.34|g|0.48|g|0.07|g|0.37|g|10.21|g|19.04|mg|150.25|mg
Sushi, seasoned jellyfish|34|g|Jellyfish sushi|57.7|kcal|2.04|g|0.8|g|0.11|g|0.4|g|10.6|g|1.22|mg|246.26|mg
Sushi, sweet beancurd|34|g|Sweet bean curd sushi|63.72|kcal|2|g|1.72|g|0.22|g|0.55|g|10.06|g|||146.54|mg
Sushi, tuna salad|36|g|Tuna salad sushi|77.08|kcal|2.68|g|2.66|g|0.37|g|0.54|g|10.61|g|4.82|mg|138.6|mg
Sweet Onion Chicken Teriyaki Salad, Subway|401|g|6 g of Fat or Less. Values include lettuce, tomatoes, onions, green peppers, pickles, olives and carrots. Values do not include salad dressing.|204.51|kcal|20.05|g|3.09|g|0.8|g|4.01|g|24.98|g|48.12|mg|669.67|mg
Sweet Onion Sauce, Fat Free, Subway|21|g|Values are for toppings on a 6-inch Subway sandwich.|39.9|kcal|||||||||9|g|||85.05|mg
Sweet Potato Fries|157|g|Sweet potato fries|521.24|kcal|3.3|g|31.12|g|10.5|g|5.5|g|56.83|g|||568.34|mg
Sweet and sour chicken|456|g|Chicken with pineapples and tomatoes in sweet and sour sauce, fried|929.66|kcal|49.7|g|47.88|g|24.17|g|0.46|g|73.42|g|136.8|mg|1381.68|mg
Sweet and sour fish|196|g|Fish, sweet and sour|540.96|kcal|46.26|g|27.05|g|10.84|g|4.9|g|28.22|g|113.68|mg|1448.44|mg
Sweet and sour luncheon meat|240|g|Luncheon meat with pineapple and green peppers in sweet and sour sauce, fried|580.8|kcal|19.92|g|41.52|g|18.48|g|1.2|g|31.92|g|129.6|mg|1929.6|mg
Sweet and sour prawn|280|g|Prawn, sweet and sour|437.08|kcal|20.83|g|22.74|g|7.31|g|8.04|g|37.27|g|111.16|mg|223.16|mg
Sweet potato fritter|70|g|Deep fried battered sweet potato|196|kcal|1.96|g|9.52|g|6.73|g|2.73|g|21.98|g|||177.8|mg
Sweet potato ondeh ondeh|110.44|g|Sweet potato, with tapioca flour, chopped palm sugar, sugar, screw pine juice, balled, boiled|176.7|kcal|1.44|g|7.51|g|6.54|g|3.42|g|26.06|g|||88.35|mg
Sweet potato porridge|590|g||212.4|kcal|5.9|g|||||1.77|g|47.2|g|||23.6|mg
Sweet potato porridge (with ginkgo nuts & sesame oil)|362|g||168.22|kcal|4.31|g|1.41|g|||1.34|g|34.57|g|||6.7|mg
Sweet potato shoots, raw|35|g||6.17|kcal|0.69|g|0.08|g|0.03|g|0.64|g|0.67|g|||4.26|mg
Sweet potato soup|300|g||186|kcal|1.8|g|0.3|g|||5.7|g|44.4|g|||27|mg
Sweet potato, boiled, without skin|151|g||158.55|kcal|2.49|g|0.45|g|0.1|g|2.72|g|36.66|g|||19.63|mg
Sweet potato, dried|4.44|g||15.1|kcal|0.21|g|0.04|g|0.01|g|0.09|g|3.49|g|||1.15|mg
Sweet potato, raw, peeled|65|g||48.54|kcal|0.66|g|0.16|g|0.05|g|1.26|g|11.63|g|||21.84|mg
Sweet sherry|55|g|Fermented grape juice to which additional alcohol is added and with a high sugars content (approximately 11%) and a sweet flavour. 14.0% v/v alcohol.|75.92|kcal|0.11|g|||||||6.11|g|||9.9|mg
Sweet sour pork|194|g|Pork meat in flour batter previously deep fried, stir fried with sweet and sour sauce|483.06|kcal|26.77|g|29.68|g|11.83|g|5.43|g|26.97|g|64.02|mg|948.66|mg
Sweet tapioca with coconut cream|70|g|Tapioca dessert,Tapioca, with syrup, boiled, topped with coconut cream|104.3|kcal|0.56|g|1.26|g|0.97|g|0.98|g|22.82|g|||18.2|mg
Sweet, hard boiled|12|g|Hard candy|35.51|kcal|||||||||9.64|g|||8.52|mg
Sweetcorn, canned, cream style|256|g||185.39|kcal|4.35|g|1.02|g|0.26|g|6.4|g|46.34|g|||729.6|mg
Sweetcorn, fresh, boiled, drained|164|g||177.95|kcal|5.41|g|2.13|g|0.33|g|4.1|g|41.16|g|||27.88|mg
Sweetcorn, frozen, boiled|175|g|Yu mi; su ni; yu shu shu; jagung; Indian corn; maize|189.23|kcal|5.43|g|1.58|g|0.18|g|6.13|g|52.33|g|||14|mg
Sweetened beverage creamer|15|g||55.2|kcal|0.6|g|1.83|g|0.91|g|0.05|g|9.11|g|0.57|mg|10.5|mg
Sweetened drink (HCS)|300|g|Flavoured drinks with sugar and flavourings; less sugar|78|kcal|||||||0.3|g|19.8|g|||9|mg
Sweetened packet drink|258|g||180.6|kcal|||||||||44.89|g||||
Swiss roll|56|g||202.16|kcal|4.09|g|11.82|g|7.45|g|0.84|g|19.94|g|62.33|mg|95.2|mg
Swordfish|288|g|Fresh fish|246.99|kcal|34.28|g|12.2|g|3.54|g|||||103.22|mg|173.26|mg
Syrup limau|250|g|Syrup limau, rose syrup with lime, rose syrup with calamansi|109.7|kcal|0.45|g|0.35|g|||1.33|g|26.13|g|||2.95|mg
Syrup, golden|20|g||57.4|kcal|0.06|g|||||||14.98|g|||26|mg
Syrup, maple|20|g||50.43|kcal|||||||||13|g|||2|mg
