ingredient_id,ingredient_name,serving_size,serving_size_unit,10:0,10:0_unit,12:0,12:0_unit,14:0,14:0_unit,16:0,16:0_unit,16:1,16:1_unit,18:0,18:0_unit,18:1,18:1_unit,18:2,18:2_unit,18:3,18:3_unit,18:4,18:4_unit,20:1,20:1_unit,20:4,20:4_unit,20:5_n-3,20:5_n-3_unit,22:1,22:1_unit,22:5_n-3,22:5_n-3_unit,22:6_n-3,22:6_n-3_unit,4:0,4:0_unit,6:0,6:0_unit,8:0,8:0_unit,alcohol,alcohol_unit,caffeine,caffeine_unit,calcium,calcium_unit,carbohydrate,carbohydrate_unit,carotene_alpha,carotene_alpha_unit,carotene_beta,carotene_beta_unit,cholesterol,cholesterol_unit,choline_total,choline_total_unit,copper,copper_unit,cryptoxanthin_beta,cryptoxanthin_beta_unit,energy,energy_unit,fatty_acids_total_monounsaturated,fatty_acids_total_monounsaturated_unit,fatty_acids_total_polyunsaturated,fatty_acids_total_polyunsaturated_unit,fatty_acids_total_saturated,fatty_acids_total_saturated_unit,fiber_total_dietary,fiber_total_dietary_unit,folate_dfe,folate_dfe_unit,folate_food,folate_food_unit,folate_total,folate_total_unit,folic_acid,folic_acid_unit,iron,iron_unit,lutein+zeaxanthin,lutein+zeaxanthin_unit,lycopene,lycopene_unit,magnesium,magnesium_unit,niacin,niacin_unit,phosphorus,phosphorus_unit,potassium,potassium_unit,protein,protein_unit,retinol,retinol_unit,riboflavin,riboflavin_unit,selenium,selenium_unit,sodium,sodium_unit,sugars_total,sugars_total_unit,theobromine,theobromine_unit,thiamin,thiamin_unit,total_fat,total_fat_unit,vitamin_a_rae,vitamin_a_rae_unit,vitamin_b-12,vitamin_b-12_unit,vitamin_b-12_added,vitamin_b-12_added_unit,vitamin_b-6,vitamin_b-6_unit,vitamin_c,vitamin_c_unit,vitamin_d_(d2+d3),vitamin_d_(d2+d3)_unit,vitamin_e_(alpha-tocopherol),vitamin_e_(alpha-tocopherol)_unit,vitamin_e_added,vitamin_e_added_unit,vitamin_k_(phylloquinone),vitamin_k_(phylloquinone)_unit,water,water_unit,zinc,zinc_unit
2014,"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor",100,g,0,g,0,g,0,g,1.265,g,0,g,0.687,g,11.447,g,6.42,g,0.093,g,0,g,0.054,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,20,mg,67.26,g,19,mcg,29,mcg,0,mg,14.8,mg,0.227,mg,0,mcg,491,kcal,11.501,g,6.513,g,2.166,g,8.8,g,31,mcg_DFE,17,mcg,25,mcg,8,mcg,1.74,mg,441,mcg,0,mcg,76,mg,2.1,mg,222,mg,232,mg,7.95,g,0,mcg,0.02,mg,12.2,mcg,423,mg,7.2,g,0,mg,0.14,mg,21.11,g,3,mcg_RAE,0,mcg,0,mcg,0.2,mg,0,mg,0,mcg,7.04,mg,0,mg,2.4,mcg,2.04,g,1.65,mg
2015,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush",100,g,0.03,g,0.031,g,0.124,g,1.564,g,0.038,g,1.008,g,2.572,g,2.671,g,0.22,g,0,g,0.023,g,0.001,g,0,g,0,g,0,g,0,g,0.074,g,0.026,g,0.016,g,0,g,3,mg,625,mg,50.5,g,0,mcg,10,mcg,6,mg,1.7,mg,0.977,mg,0,mcg,415,kcal,2.645,g,2.892,g,6.25,g,12.5,g,850,mcg_DFE,0,mcg,500,mcg,500,mcg,10.13,mg,0,mcg,0,mcg,175,mg,25,mg,375,mg,188,mg,25,g,651,mcg,2.125,mg,3.9,mcg,238,mg,28.75,g,28,mg,1.875,mg,12.5,g,652,mcg_RAE,7.5,mcg,7.4,mcg,2.5,mg,75,mg,3.8,mcg,16.88,mg,16,mg,10.4,mcg,9,g,6.56,mg
2016,"Formulated bar, POWER BAR, chocolate",100,g,0,g,0.003,g,0.013,g,0.644,g,0.01,g,0.632,g,1.03,g,0.565,g,0.025,g,0,g,0.01,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,504,mg,69.63,g,0,mcg,0,mcg,0,mg,18.4,mg,1.43,mg,0,mcg,363,kcal,1.05,g,0.589,g,1.32,g,5.7,g,1046,mcg_DFE,0,mcg,615,mcg,615,mcg,11.7,mg,0,mcg,0,mcg,248,mg,32.6,mg,614,mg,362,mg,14.15,g,0,mcg,1.92,mg,7.8,mcg,308,mg,30.07,g,0,mg,8.06,mg,3.11,g,0,mcg_RAE,5.6,mcg,5.6,mcg,2.2,mg,92.3,mg,0,mcg,8.28,mg,8.28,mg,1.1,mcg,9.83,g,9.96,mg
2017,"Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",100,g,0.169,g,2.074,g,0.713,g,0.931,g,0.006,g,1.105,g,2.193,g,0.998,g,0.035,g,0,g,0.039,g,0,g,0.001,g,0.002,g,0,g,0,g,0.008,g,0.013,g,0.168,g,0,g,0,mg,668,mg,60.21,g,0,mcg,0,mcg,7,mg,40.6,mg,0.284,mg,0,mcg,386,kcal,2.428,g,1.132,g,5.36,g,5.1,g,725,mcg_DFE,8,mcg,430,mcg,422,mcg,4.98,mg,0,mcg,0,mcg,250,mg,21.2,mg,673,mg,289,mg,16.19,g,940,mcg,1.9,mg,46.7,mcg,253,mg,25,g,0,mg,1.7,mg,8.92,g,940,mcg_RAE,7.9,mcg,7.9,mcg,2.1,mg,96.6,mg,5.4,mcg,6,mg,6,mg,129.3,mcg,10.87,g,5.73,mg
2018,"Pretzels, soft, unsalted",100,g,0,g,0,g,0.009,g,0.446,g,0,g,0.243,g,1.07,g,0.892,g,0.055,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,23,mg,71.04,g,0,mcg,0,mcg,0,mg,17.7,mg,0.126,mg,0,mcg,345,kcal,1.071,g,0.948,g,0.695,g,1.7,g,24,mcg_DFE,24,mcg,24,mcg,0,mcg,3.92,mg,17,mcg,0,mcg,21,mg,4.27,mg,79,mg,88,mg,8.2,g,0,mcg,0.29,mg,17.2,mcg,252,mg,0.25,g,0,mg,0.41,mg,3.1,g,0,mcg_RAE,0,mcg,0,mcg,0.02,mg,0,mg,0,mcg,0.54,mg,0,mg,2.7,mcg,15,g,0.94,mg
2019,"Snacks, soy chips or crisps, salted",100,g,0,g,0.002,g,0.02,g,0.809,g,0.033,g,0.269,g,1.628,g,3.621,g,0.398,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,171,mg,53.15,g,0,mcg,0,mcg,0,mg,110.9,mg,2.456,mg,0,mcg,385,kcal,1.661,g,4.018,g,1.102,g,3.5,g,240,mcg_DFE,240,mcg,240,mcg,0,mcg,5.2,mg,0,mcg,0,mcg,170,mg,2.978,mg,7,mg,7,mg,26.5,g,0,mcg,0.349,mg,12.1,mcg,842,mg,1.8,g,0,mg,0.333,mg,7.35,g,0,mcg_RAE,0,mcg,0,mcg,0.513,mg,0,mg,0,mcg,1.01,mg,0,mg,11.9,mcg,8.5,g,1.5,mg
2020,"Popcorn, microwave, regular (butter) flavor, made with palm oil",100,g,0.033,g,0.068,g,0.304,g,12.82,g,0.043,g,1.342,g,10.489,g,3.664,g,0.086,g,0,g,0.053,g,0.005,g,0,g,0,g,0,g,0,g,0.003,g,0.001,g,0.015,g,0,g,0,mg,23,mg,55.99,g,5,mcg,53,mcg,0,mg,15.4,mg,0.201,mg,100,mcg,538,kcal,11.391,g,3.759,g,14.785,g,10.1,g,15,mcg_DFE,15,mcg,15,mcg,0,mcg,2,mg,1070,mcg,0,mcg,105,mg,1.522,mg,258,mg,431,mg,8.69,g,0,mcg,0.06,mg,7.1,mcg,763,mg,0.3,g,0,mg,0.042,mg,31.07,g,9,mcg_RAE,0,mcg,0,mcg,0.295,mg,0,mg,0,mcg,2.87,mg,0,mg,4.2,mcg,1.04,g,2.25,mg
2021,"Snacks, plantain chips, salted",100,g,0.036,g,0.033,g,0.21,g,7.084,g,0.116,g,0.781,g,5.473,g,11.617,g,0.078,g,0,g,0.028,g,0.001,g,0.028,g,0.001,g,0,g,0,g,0.006,g,0.001,g,0.019,g,0,g,0,mg,9,mg,63.84,g,441,mcg,611,mcg,0,mg,0,mg,0.198,mg,0,mcg,531,kcal,5.632,g,11.739,g,8.337,g,3.5,g,35,mcg_DFE,35,mcg,35,mcg,0,mcg,0.97,mg,16,mcg,36,mcg,71,mg,0.802,mg,78,mg,786,mg,2.28,g,0,mcg,0.04,mg,0.4,mcg,202,mg,0.92,g,0,mg,0.065,mg,29.59,g,69,mcg_RAE,0,mcg,0,mcg,0.46,mg,32.1,mg,0,mcg,5.04,mg,0,mg,28.6,mcg,2.09,g,0.37,mg
2022,"Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS",100,g,0,g,0,g,0.003,g,1.118,g,0.055,g,0.525,g,15.029,g,4.696,g,2.231,g,0,g,0.318,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,79,mg,57.97,g,1,mcg,1138,mcg,0,mg,27.5,mg,0.433,mg,41,mcg,517,kcal,15.409,g,6.93,g,1.887,g,10.9,g,87,mcg_DFE,87,mcg,87,mcg,0,mcg,1.64,mg,0,mcg,0,mcg,86,mg,1.768,mg,198,mg,1266,mg,4.13,g,0,mcg,0.131,mg,3.2,mcg,246,mg,9.75,g,0,mg,0.227,mg,29.81,g,97,mcg_RAE,0,mcg,0,mcg,0.53,mg,12.1,mg,0,mcg,8.16,mg,0,mg,44.5,mcg,4.54,g,1.15,mg
2023,"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors",100,g,0.156,g,1.969,g,0.693,g,0.989,g,0.017,g,0.544,g,3.811,g,4.731,g,0.072,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.001,g,0.009,g,0.138,g,0,g,11,mg,200,mg,45,g,0,mcg,0,mcg,8,mg,73,mg,0.774,mg,0,mcg,426,kcal,3.828,g,4.804,g,4.499,g,2,g,272,mcg_DFE,0,mcg,160,mcg,160,mcg,3.6,mg,2,mcg,0,mcg,80,mg,20,mg,300,mg,250,mg,30,g,1050,mcg,1.7,mg,3.9,mcg,444,mg,27,g,99,mg,0.75,mg,14,g,1050,mcg_RAE,4.2,mcg,4.2,mcg,2,mg,120,mg,0,mcg,24,mg,24,mg,1.6,mcg,7,g,7.5,mg
2024,"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors",100,g,0.133,g,1.005,g,0.512,g,0.96,g,0.047,g,0.395,g,2.471,g,1.033,g,0.195,g,0,g,0.03,g,0,g,0,g,0.01,g,0,g,0,g,0.072,g,0.044,g,0.094,g,0,g,3,mg,103,mg,63.42,g,0,mcg,5,mcg,6,mg,48.4,mg,0.382,mg,1,mcg,390,kcal,2.558,g,1.228,g,3.227,g,7.7,g,39,mcg_DFE,38,mcg,39,mcg,1,mcg,1.62,mg,43,mcg,0,mcg,321,mg,0.68,mg,255,mg,429,mg,16.67,g,16,mcg,0.151,mg,11.3,mcg,321,mg,42.31,g,31,mg,0.135,mg,7.69,g,17,mcg_RAE,0.16,mcg,0,mcg,0.095,mg,0.4,mg,0.2,mcg,0.81,mg,0,mg,3.6,mcg,9.23,g,1.4,mg
2025,"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors",100,g,0,g,0.001,g,0.003,g,0.934,g,0.071,g,0.21,g,9.291,g,3.876,g,0.193,g,0,g,0.034,g,0,g,0,g,0.01,g,0,g,0,g,0,g,0,g,0.001,g,0,g,0,mg,0,mg,53.26,g,0,mcg,1,mcg,0,mg,46.7,mg,0.506,mg,1,mcg,429,kcal,9.486,g,4.181,g,1.213,g,11.4,g,46,mcg_DFE,44,mcg,45,mcg,1,mcg,3.39,mg,38,mcg,0,mcg,107,mg,1.158,mg,271,mg,415,mg,18.57,g,1,mcg,0.289,mg,9.1,mcg,293,mg,17.14,g,0,mg,0.115,mg,15.71,g,2,mcg_RAE,0,mcg,0,mcg,0.063,mg,0,mg,0,mcg,7.14,mg,0,mg,2.7,mcg,9.34,g,1.6,mg
2026,"Snacks, granola bar, chewy, reduced sugar, all flavors",100,g,0.19,g,1.413,g,0.547,g,1.521,g,0.012,g,1.014,g,5.287,g,1.415,g,0.025,g,0,g,0.004,g,0,g,0,g,0,g,0,g,0,g,0.001,g,0.019,g,0.24,g,0,g,0,mg,417,mg,69.4,g,0,mcg,1,mcg,0,mg,15.5,mg,0.163,mg,0,mcg,412,kcal,5.303,g,1.44,g,5.008,g,3.1,g,17,mcg_DFE,17,mcg,17,mcg,0,mcg,2.03,mg,47,mcg,0,mcg,48,mg,1.049,mg,159,mg,199,mg,5.55,g,0,mcg,0.116,mg,5.7,mcg,312,mg,20.8,g,1,mg,0.19,mg,12.5,g,0,mcg_RAE,0.09,mcg,0,mcg,0.089,mg,0.1,mg,0,mcg,1.52,mg,0,mg,2.3,mcg,11.65,g,1.34,mg
2027,"Snacks, granola bites, mixed flavors",100,g,0.257,g,2.987,g,0.962,g,4.395,g,0.019,g,0.866,g,3.173,g,2.321,g,0.226,g,0,g,0.002,g,0,g,0,g,0,g,0,g,0,g,0.007,g,0.031,g,0.346,g,0,g,0,mg,41,mg,66.27,g,0,mcg,3,mcg,0,mg,31.2,mg,0.247,mg,0,mcg,451,kcal,3.194,g,2.546,g,9.888,g,5.7,g,38,mcg_DFE,26,mcg,33,mcg,7,mcg,1.56,mg,82,mcg,0,mcg,69,mg,2.318,mg,216,mg,285,mg,7.17,g,2,mcg,0.146,mg,20,mcg,167,mg,30,g,0,mg,0.199,mg,17.5,g,2,mcg_RAE,0.07,mcg,0,mcg,0.143,mg,0.2,mg,0,mcg,2.51,mg,0,mg,9.1,mcg,7.88,g,1.92,mg
2028,"Snacks, pita chips, salted",100,g,0.002,g,0,g,0.007,g,0.676,g,0.017,g,0.448,g,10.768,g,2.024,g,0.099,g,0,g,0.049,g,0.002,g,0.001,g,0.003,g,0,g,0,g,0.003,g,0,g,0.001,g,0,g,0,mg,17,mg,68.26,g,0,mcg,0,mcg,0,mg,9.1,mg,0.141,mg,0,mcg,457,kcal,10.842,g,2.13,g,1.342,g,3.8,g,215,mcg_DFE,22,mcg,135,mcg,114,mcg,4.59,mg,15,mcg,0,mcg,37,mg,7.043,mg,124,mg,129,mg,11.79,g,0,mcg,0.307,mg,33.1,mcg,854,mg,4.76,g,0,mg,0.56,mg,15.2,g,0,mcg_RAE,0,mcg,0,mcg,0.109,mg,0,mg,0,mcg,6.93,mg,0,mg,1.2,mcg,2,g,0.96,mg
2029,"Snacks, granola bars, soft, almond, confectioners coating",100,g,0.207,g,2.431,g,0.908,g,1.506,g,0.082,g,0.392,g,9.399,g,3.628,g,0.014,g,0,g,0.003,g,0,g,0,g,0,g,0,g,0,g,0.018,g,0.022,g,0.177,g,0,g,0,mg,136,mg,60.13,g,0,mcg,1,mcg,0,mg,27.1,mg,0.337,mg,0,mcg,455,kcal,9.491,g,3.643,g,5.668,g,4.3,g,18,mcg_DFE,18,mcg,18,mcg,0,mcg,1.49,mg,15,mcg,0,mcg,95,mg,1.318,mg,192,mg,320,mg,8.6,g,5,mcg,0.36,mg,6.5,mcg,486,mg,34,g,0,mg,0.102,mg,20,g,5,mcg_RAE,0.14,mcg,0,mcg,0.072,mg,0.2,mg,0,mcg,7.6,mg,0,mg,1.5,mcg,8.74,g,1.41,mg
2030,"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",100,g,0,g,0.004,g,0.013,g,1.076,g,0.04,g,0.199,g,1.478,g,2.329,g,0.207,g,0.001,g,0.012,g,0.012,g,0.006,g,0,g,0,g,0.004,g,0,g,0,g,0,g,0,g,0,mg,333,mg,75.47,g,2,mcg,3,mcg,36,mg,47.3,mg,0.173,mg,1,mcg,389,kcal,1.531,g,2.559,g,1.299,g,4.6,g,113,mcg_DFE,20,mcg,75,mcg,54,mcg,6,mg,58,mcg,0,mcg,69,mg,6.667,mg,167,mg,238,mg,6.67,g,235,mcg,0.567,mg,16,mcg,367,mg,31.54,g,0,mg,0.5,mg,6.67,g,236,mcg_RAE,0.08,mcg,0,mcg,0.667,mg,0.9,mg,0.1,mcg,2.25,mg,0,mg,6.9,mcg,9.86,g,1.42,mg
2031,"Snacks, vegetable chips, made from garden vegetables",100,g,0.001,g,0.008,g,0.002,g,1.034,g,0.051,g,0.491,g,14.212,g,4.475,g,2.127,g,0,g,0.303,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,52,mg,60.43,g,0,mcg,102,mcg,0,mg,31.5,mg,0.232,mg,0,mcg,473,kcal,14.566,g,6.602,g,1.762,g,4.7,g,16,mcg_DFE,16,mcg,16,mcg,0,mcg,1.55,mg,0,mcg,7248,mcg,53,mg,2.767,mg,130,mg,838,mg,5.32,g,0,mcg,0.059,mg,1,mcg,412,mg,4.04,g,0,mg,0.133,mg,23.3,g,9,mcg_RAE,0,mcg,0,mcg,0.545,mg,4.9,mg,0,mcg,4.84,mg,0,mg,17.5,mcg,6.31,g,0.5,mg
2032,"Snacks, candy bits, yogurt covered with vitamin C",100,g,0.004,g,0.003,g,0.026,g,1.076,g,0.039,g,0.268,g,0.941,g,3.444,g,0.442,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.006,g,0.001,g,0.002,g,0,g,0,mg,500,mg,86.9,g,0,mcg,0,mcg,3,mg,57.8,mg,0.021,mg,0,mcg,415,kcal,0.983,g,3.886,g,1.389,g,0.2,g,10,mcg_DFE,10,mcg,10,mcg,0,mcg,0.19,mg,2,mcg,0,mcg,23,mg,0.173,mg,190,mg,338,mg,0,g,1,mcg,0.343,mg,6,mcg,75,mg,65,g,0,mg,0.079,mg,7.5,g,1,mcg_RAE,0.76,mcg,0,mcg,0.069,mg,180,mg,0,mcg,0.6,mg,0,mg,13.5,mcg,3.73,g,0.86,mg
2033,"Formulated bar, high fiber, chewy, oats and chocolate",100,g,0.066,g,0.838,g,0.31,g,1.417,g,0.023,g,0.67,g,3.476,g,2.089,g,0.245,g,0,g,0.023,g,0,g,0,g,0,g,0,g,0,g,0,g,0.004,g,0.059,g,0,g,3,mg,250,mg,69.82,g,0,mcg,0,mcg,0,mg,12.4,mg,0.262,mg,0,mcg,389,kcal,3.522,g,2.334,g,3.397,g,22.5,g,43,mcg_DFE,22,mcg,35,mcg,12,mcg,0.9,mg,65,mcg,0,mcg,190,mg,7.903,mg,419,mg,447,mg,5,g,0,mcg,0.091,mg,8.9,mcg,237,mg,25,g,24,mg,0.688,mg,10,g,0,mcg_RAE,0,mcg,0,mcg,0.963,mg,1.2,mg,0,mcg,1.47,mg,0,mg,2.6,mcg,12.04,g,1.96,mg
2034,"Snacks, bagel chips, plain",100,g,0.007,g,0.062,g,0.161,g,5.883,g,0.031,g,0.613,g,5.975,g,2.015,g,0.059,g,0,g,0.034,g,0.004,g,0.003,g,0.002,g,0,g,0,g,0.003,g,0,g,0.006,g,0,g,0,mg,24,mg,66.36,g,0,mcg,0,mcg,0,mg,17.8,mg,0.167,mg,0,mcg,451,kcal,6.05,g,2.085,g,6.835,g,4.1,g,220,mcg_DFE,30,mcg,142,mcg,112,mcg,5.05,mg,14,mcg,0,mcg,39,mg,7.66,mg,131,mg,140,mg,12.34,g,0,mcg,0.337,mg,36.2,mcg,233,mg,6.02,g,0,mg,0.523,mg,15.14,g,0,mcg_RAE,0,mcg,0,mcg,0.117,mg,0,mg,0,mcg,0.81,mg,0,mg,5.2,mcg,5.05,g,1,mg
2035,"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",100,g,0.041,g,0.561,g,0.175,g,0.766,g,0.034,g,0.328,g,5.664,g,2.52,g,0.061,g,0,g,0.007,g,0,g,0,g,0,g,0,g,0,g,0.001,g,0.004,g,0.05,g,0,g,0,mg,65,mg,66.72,g,0,mcg,5,mcg,0,mg,24,mg,0.436,mg,0,mcg,403,kcal,5.705,g,2.581,g,1.93,g,7.5,g,203,mcg_DFE,18,mcg,127,mcg,109,mcg,5.65,mg,40,mcg,0,mcg,105,mg,6.442,mg,290,mg,328,mg,9.38,g,266,mcg,0.616,mg,11.3,mcg,195,mg,32.45,g,0,mg,0.465,mg,10.93,g,267,mcg_RAE,1.16,mcg,1.14,mcg,0.612,mg,0.2,mg,0.8,mcg,3.72,mg,0,mg,1.2,mcg,11.26,g,3.28,mg
2036,"Snacks, CLIF BAR, mixed flavors",100,g,0,g,0.005,g,0.012,g,0.533,g,0.011,g,0.117,g,1.082,g,1.963,g,0.219,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,368,mg,65.44,g,0,mcg,12,mcg,0,mg,46.2,mg,0.441,mg,0,mcg,346,kcal,1.093,g,2.182,g,1.471,g,7.4,g,118,mcg_DFE,118,mcg,118,mcg,0,mcg,6.62,mg,37,mcg,0,mcg,147,mg,4.412,mg,294,mg,412,mg,14.71,g,0,mcg,0.375,mg,20.6,mcg,195,mg,31.62,g,0,mg,0.551,mg,5.88,g,1,mcg_RAE,1.32,mcg,0,mcg,0.588,mg,88.2,mg,0,mcg,0.24,mg,0,mg,36.8,mcg,11,g,4.41,mg
2037,"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",100,g,0.024,g,0.137,g,0.07,g,0.884,g,0.025,g,0.887,g,2.893,g,1.798,g,0.129,g,0,g,0.02,g,0,g,0,g,0.006,g,0,g,0,g,0.004,g,0.005,g,0.024,g,0,g,5,mg,333,mg,79.17,g,1,mcg,32,mcg,0,mg,24.4,mg,0.307,mg,0,mcg,408,kcal,2.945,g,1.929,g,2.083,g,4.2,g,17,mcg_DFE,17,mcg,17,mcg,0,mcg,1.5,mg,32,mcg,0,mcg,71,mg,1.064,mg,152,mg,224,mg,4.17,g,0,mcg,0.076,mg,10.1,mcg,313,mg,29.17,g,57,mg,0.189,mg,8.33,g,3,mcg_RAE,0.03,mcg,0,mcg,0.122,mg,0.5,mg,0,mcg,2.23,mg,0,mg,2.8,mcg,6.23,g,1.23,mg
2038,"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",100,g,0.003,g,0.002,g,0.037,g,5.238,g,0.068,g,1.299,g,8.939,g,4.552,g,0.589,g,0,g,0.066,g,0,g,0,g,0,g,0,g,0,g,0.006,g,0.002,g,0.001,g,0,g,0,mg,57,mg,61.14,g,0,mcg,0,mcg,0,mg,49.1,mg,0.339,mg,0,mcg,487,kcal,9.083,g,5.141,g,6.857,g,2.9,g,78,mcg_DFE,21,mcg,55,mcg,33,mcg,1.44,mg,9,mcg,0,mcg,102,mg,3.413,mg,272,mg,390,mg,9.14,g,142,mcg,0.528,mg,10,mcg,414,mg,33.14,g,0,mg,0.357,mg,22.86,g,142,mcg_RAE,0.25,mcg,0,mcg,0.32,mg,0.3,mg,0,mcg,6.89,mg,0,mg,11.7,mcg,3.7,g,1.77,mg
2039,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",100,g,0.003,g,0.003,g,0.02,g,1.004,g,0.027,g,0.241,g,6.212,g,2.661,g,0.815,g,0,g,0.132,g,0,g,0,g,0,g,0,g,0,g,0.004,g,0.002,g,0.001,g,0,g,0,mg,286,mg,74.29,g,0,mcg,0,mcg,0,mg,19.6,mg,0.173,mg,0,mcg,423,kcal,6.372,g,3.476,g,1.372,g,4.4,g,205,mcg_DFE,14,mcg,126,mcg,112,mcg,1.03,mg,0,mcg,0,mcg,62,mg,7.302,mg,191,mg,168,mg,5.71,g,475,mcg,0.542,mg,12.3,mcg,271,mg,40,g,0,mg,0.905,mg,11.43,g,475,mcg_RAE,0.01,mcg,0,mcg,0.708,mg,0,mg,0,mcg,1.7,mg,0,mg,6.9,mcg,7.18,g,1.58,mg
2040,"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",100,g,0,g,0,g,0.01,g,1.117,g,0.028,g,0.26,g,4.486,g,3.619,g,0.408,g,0,g,0.068,g,0,g,0,g,0.001,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,116,mg,72.27,g,0,mcg,1,mcg,0,mg,28.6,mg,0.226,mg,0,mcg,415,kcal,4.585,g,4.028,g,1.435,g,3.8,g,142,mcg_DFE,21,mcg,92,mcg,72,mcg,8.71,mg,0,mcg,0,mcg,63,mg,5.443,mg,168,mg,189,mg,5.71,g,302,mcg,0.391,mg,10.5,mcg,185,mg,42.86,g,0,mg,0.64,mg,11.43,g,302,mcg_RAE,0,mcg,0,mcg,0.52,mg,0.1,mg,0,mcg,2.66,mg,0,mg,7.5,mcg,9.3,g,1.35,mg
2041,"Snacks, granola bar, QUAKER, DIPPS, all flavors",100,g,0.467,g,3.675,g,1.441,g,1.545,g,0.011,g,0.913,g,3.468,g,6.893,g,0.159,g,0,g,0.021,g,0,g,0,g,0,g,0,g,0,g,0,g,0.048,g,0.587,g,0,g,0,mg,65,mg,64.96,g,0,mcg,1,mcg,0,mg,20.2,mg,0.217,mg,0,mcg,480,kcal,3.499,g,7.051,g,8.693,g,3.2,g,12,mcg_DFE,12,mcg,12,mcg,0,mcg,1.16,mg,43,mcg,0,mcg,55,mg,1.007,mg,162,mg,231,mg,7.52,g,4,mcg,0.097,mg,14.6,mcg,269,mg,37.61,g,3,mg,0.132,mg,20.42,g,4,mcg_RAE,0.06,mcg,0,mcg,0.115,mg,0.3,mg,0.1,mcg,4.19,mg,0,mg,2,mcg,5.56,g,1.2,mg
2042,"Snacks, brown rice chips",100,g,0,g,0,g,0.01,g,0.48,g,0.01,g,0.05,g,1.02,g,0.97,g,0.01,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0,mg,11,mg,81.5,g,0,mcg,1,mcg,0,mg,24.3,mg,0.445,mg,0,mcg,384,kcal,1.03,g,0.98,g,0.642,g,4.2,g,21,mcg_DFE,21,mcg,21,mcg,0,mcg,1.49,mg,22,mcg,0,mcg,131,mg,7.806,mg,360,mg,290,mg,8.2,g,0,mcg,0.165,mg,24.6,mcg,326,mg,0.6,g,0,mg,0.061,mg,2.8,g,0,mcg_RAE,0,mcg,0,mcg,0.15,mg,0,mg,0,mcg,6.54,mg,0,mg,6.5,mcg,5.8,g,3,mg
2043,"Snack, Pretzel, hard chocolate coated",100,g,0.104,g,0.108,g,0.507,g,4.147,g,0.191,g,3.465,g,3.102,g,2.522,g,0.298,g,0,g,0,g,0,g,0,g,0,g,0,g,0,g,0.152,g,0.042,g,0.047,g,0,g,8,mg,141,mg,70.07,g,0,mcg,0,mcg,0,mg,39.7,mg,0.262,mg,0,mcg,467,kcal,3.293,g,2.82,g,8.611,g,3.5,g,114,mcg_DFE,16,mcg,74,mcg,58,mcg,2.54,mg,9,mcg,0,mcg,35,mg,2.398,mg,128,mg,199,mg,7.05,g,25,mcg,0.317,mg,14.5,mcg,494,mg,38.8,g,87,mg,0.36,mg,17.64,g,25,mcg_RAE,0.32,mcg,0,mcg,0.031,mg,0,mg,0,mcg,0.62,mg,0,mg,11.1,mcg,3.06,g,1.33,mg
