recipe_name,recipe_category,servings,serving_size,serving_size_unit,ingredient_name,ingredient_amount,ingredient_unit
"Enchilada with meat and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1981.5,g,"Lime juice, raw",62.0,g
"Enchilada with meat, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1958.95,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada with meat, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1958.95,g,"Vegetable oil, NFS",35.0,g
"Enchilada with meat, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1958.95,g,"Cheese, monterey",113.0,g
"Enchilada with meat, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1958.95,g,"Beef, pot roast, braised or boiled, lean only eaten",335.0,g
"Enchilada with meat, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1958.95,g,"Tomatoes, red, ripe, canned, packed in tomato juice",1048.95,g
"Enchilada with meat, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1958.95,g,"Peppers, hot chili, red, raw",14.0,g
"Enchilada with meat, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1958.95,g,"Onions, raw",110.0,g
"Enchilada with meat, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1958.95,g,"Salt, table, iodized",3.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Vegetable oil, NFS",56.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Cheese, monterey",113.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Beef, pot roast, braised or boiled, lean only eaten",335.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Tomatillos, raw",340.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Peppers, jalapeno, raw",135.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Onions, raw",220.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Garlic, raw",15.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Beverages, water, tap, drinking",237.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Salt, table, iodized",3.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Coriander (cilantro) leaves, raw",8.0,g
"Enchilada with meat, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1824.0,g,"Lime juice, raw",62.0,g
"Enchilada with chicken and beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2117.7,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada with chicken and beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2117.7,g,"Vegetable oil, NFS",35.0,g
"Enchilada with chicken and beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2117.7,g,"Cheese, monterey",113.0,g
"Enchilada with chicken and beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2117.7,g,"Chicken, NS as to part, rotisserie, skin not eaten",168.75,g
"Enchilada with chicken and beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2117.7,g,Refried beans,325.0,g
"Enchilada with chicken and beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2117.7,g,"Tomatoes, red, ripe, canned, packed in tomato juice",1048.95,g
"Enchilada with chicken and beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2117.7,g,"Peppers, hot chili, red, raw",14.0,g
"Enchilada with chicken and beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2117.7,g,"Onions, raw",110.0,g
"Enchilada with chicken and beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2117.7,g,"Salt, table, iodized",3.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Vegetable oil, NFS",56.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Cheese, monterey",113.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Chicken, NS as to part, rotisserie, skin not eaten",168.75,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,Refried beans,325.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Tomatillos, raw",340.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Peppers, jalapeno, raw",135.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Onions, raw",220.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Garlic, raw",15.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Beverages, water, tap, drinking",237.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Salt, table, iodized",3.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Coriander (cilantro) leaves, raw",8.0,g
"Enchilada with chicken and beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1982.75,g,"Lime juice, raw",62.0,g
"Enchilada with chicken, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1961.45,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada with chicken, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1961.45,g,"Vegetable oil, NFS",35.0,g
"Enchilada with chicken, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1961.45,g,"Cheese, monterey",113.0,g
"Enchilada with chicken, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1961.45,g,"Chicken, NS as to part, rotisserie, skin not eaten",337.5,g
"Enchilada with chicken, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1961.45,g,"Tomatoes, red, ripe, canned, packed in tomato juice",1048.95,g
"Enchilada with chicken, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1961.45,g,"Peppers, hot chili, red, raw",14.0,g
"Enchilada with chicken, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1961.45,g,"Onions, raw",110.0,g
"Enchilada with chicken, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1961.45,g,"Salt, table, iodized",3.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Vegetable oil, NFS",56.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Cheese, monterey",113.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Chicken, NS as to part, rotisserie, skin not eaten",337.5,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Tomatillos, raw",340.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Peppers, jalapeno, raw",135.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Onions, raw",220.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Garlic, raw",15.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Beverages, water, tap, drinking",237.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Salt, table, iodized",3.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Coriander (cilantro) leaves, raw",8.0,g
"Enchilada with chicken, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1826.5,g,"Lime juice, raw",62.0,g
"Enchilada with beans, meatless, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2273.95,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada with beans, meatless, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2273.95,g,"Vegetable oil, NFS",35.0,g
"Enchilada with beans, meatless, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2273.95,g,"Cheese, monterey",113.0,g
"Enchilada with beans, meatless, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2273.95,g,Refried beans,650.0,g
"Enchilada with beans, meatless, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2273.95,g,"Tomatoes, red, ripe, canned, packed in tomato juice",1048.95,g
"Enchilada with beans, meatless, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2273.95,g,"Peppers, hot chili, red, raw",14.0,g
"Enchilada with beans, meatless, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2273.95,g,"Onions, raw",110.0,g
"Enchilada with beans, meatless, red-chile or enchilada sauce",Other Mexican mixed dishes,1,2273.95,g,"Salt, table, iodized",3.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Vegetable oil, NFS",56.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Cheese, monterey",113.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,Refried beans,650.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Tomatillos, raw",340.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Peppers, jalapeno, raw",135.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Onions, raw",220.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Garlic, raw",15.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Beverages, water, tap, drinking",237.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Salt, table, iodized",3.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Coriander (cilantro) leaves, raw",8.0,g
"Enchilada with beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,2139.0,g,"Lime juice, raw",62.0,g
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1906.45,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1906.45,g,"Vegetable oil, NFS",35.0,g
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1906.45,g,"Cheese, monterey",254.25,g
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1906.45,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",141.25,g
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1906.45,g,"Tomatoes, red, ripe, canned, packed in tomato juice",1048.95,g
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1906.45,g,"Peppers, hot chili, red, raw",14.0,g
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1906.45,g,"Onions, raw",110.0,g
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce",Other Mexican mixed dishes,1,1906.45,g,"Salt, table, iodized",3.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Tortillas, ready-to-bake or -fry, corn",300.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Vegetable oil, NFS",56.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Cheese, monterey",254.25,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",141.25,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Tomatillos, raw",340.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Peppers, jalapeno, raw",135.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Onions, raw",220.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Garlic, raw",15.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Beverages, water, tap, drinking",237.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Salt, table, iodized",3.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Coriander (cilantro) leaves, raw",8.0,g
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce",Other Mexican mixed dishes,1,1771.5,g,"Lime juice, raw",62.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Taco shells, baked",336.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Sauce, salsa, ready-to-serve",249.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Ground beef, cooked",340.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Vegetable oil, NFS",28.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Onions, raw",120.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Garlic, raw",6.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Spices, chili powder",7.5,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Tomato products, canned, sauce",257.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Peppers, jalapeno, raw",7.0,g
Taco or tostada with meat,Burritos and tacos,1,1536.5,g,"Salt, table, iodized",3.0,g
"Taco or tostada with meat, from fast food",Burritos and tacos,1,100.0,g,"Fast foods, taco with beef, cheese and lettuce, hard shell",100.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Taco shells, baked",336.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Sauce, salsa, ready-to-serve",249.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Cream, sour, cultured",240.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Ground beef, cooked",340.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Vegetable oil, NFS",28.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Onions, raw",120.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Garlic, raw",6.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Spices, chili powder",7.5,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Tomato products, canned, sauce",257.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Peppers, jalapeno, raw",7.0,g
Taco or tostada with meat and sour cream,Burritos and tacos,1,1776.5,g,"Salt, table, iodized",3.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Sauce, salsa, ready-to-serve",249.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Ground beef, cooked",340.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Vegetable oil, NFS",28.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Onions, raw",120.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Garlic, raw",6.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Spices, chili powder",7.5,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Tomato products, canned, sauce",257.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Peppers, jalapeno, raw",7.0,g
Soft taco with meat,Burritos and tacos,1,1740.5,g,"Salt, table, iodized",3.0,g
"Soft taco with meat, from fast food",Burritos and tacos,1,100.0,g,"Fast foods, taco with beef, cheese and lettuce, soft",100.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Sauce, salsa, ready-to-serve",249.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Cream, sour, cultured",240.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Ground beef, cooked",340.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Vegetable oil, NFS",28.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Onions, raw",120.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Garlic, raw",6.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Spices, chili powder",7.5,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Tomato products, canned, sauce",257.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Peppers, jalapeno, raw",7.0,g
Soft taco with meat and sour cream,Burritos and tacos,1,1980.5,g,"Salt, table, iodized",3.0,g
"Soft taco with meat and sour cream, from fast food",Burritos and tacos,1,110.0,g,"Fast foods, taco with beef, cheese and lettuce, soft",100.0,g
"Soft taco with meat and sour cream, from fast food",Burritos and tacos,1,110.0,g,"Sour cream, light",10.0,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Sauce, salsa, ready-to-serve",249.0,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Chicken, NS as to part, rotisserie, skin not eaten",363.0,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Vegetable oil, NFS",28.0,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Garlic, raw",6.0,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Spices, chili powder",7.5,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Peppers, jalapeno, raw",7.0,g
Soft taco with chicken,Burritos and tacos,1,1386.5,g,"Salt, table, iodized",3.0,g
"Soft taco with chicken, from fast food",Burritos and tacos,1,100.0,g,"Fast foods, taco with chicken, lettuce and cheese, soft",100.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Sauce, salsa, ready-to-serve",249.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Cream, sour, cultured",240.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Chicken, NS as to part, rotisserie, skin not eaten",363.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Vegetable oil, NFS",28.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Garlic, raw",6.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Spices, chili powder",7.5,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Peppers, jalapeno, raw",7.0,g
Soft taco with chicken and sour cream,Burritos and tacos,1,1626.5,g,"Salt, table, iodized",3.0,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Taco shells, baked",336.0,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Sauce, salsa, ready-to-serve",249.0,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Chicken, NS as to part, rotisserie, skin not eaten",363.0,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Vegetable oil, NFS",28.0,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Garlic, raw",6.0,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Spices, chili powder",7.5,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Peppers, jalapeno, raw",7.0,g
Taco or tostada with chicken,Burritos and tacos,1,1182.5,g,"Salt, table, iodized",3.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Taco shells, baked",336.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Sauce, salsa, ready-to-serve",249.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Chicken, NS as to part, rotisserie, skin not eaten",363.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Cream, sour, cultured",240.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Vegetable oil, NFS",28.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Garlic, raw",6.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Spices, chili powder",7.5,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Peppers, jalapeno, raw",7.0,g
Taco or tostada with chicken and sour cream,Burritos and tacos,1,1422.5,g,"Salt, table, iodized",3.0,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Taco shells, baked",336.0,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Sauce, salsa, ready-to-serve",249.0,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",354.0,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Vegetable oil, NFS",28.0,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Lime juice, raw",15.5,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Garlic, raw",6.0,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Spices, chili powder",7.5,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Peppers, jalapeno, raw",7.0,g
Taco or tostada with fish,Burritos and tacos,1,1189.0,g,"Salt, table, iodized",3.0,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Sauce, salsa, ready-to-serve",249.0,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",354.0,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Vegetable oil, NFS",28.0,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Lime juice, raw",15.5,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Garlic, raw",6.0,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Spices, chili powder",7.5,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Peppers, jalapeno, raw",7.0,g
Soft taco with fish,Burritos and tacos,1,1393.0,g,"Salt, table, iodized",3.0,g
Soft taco with beans,Burritos and tacos,1,2012.0,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
Soft taco with beans,Burritos and tacos,1,2012.0,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Soft taco with beans,Burritos and tacos,1,2012.0,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Soft taco with beans,Burritos and tacos,1,2012.0,g,"Sauce, salsa, ready-to-serve",249.0,g
Soft taco with beans,Burritos and tacos,1,2012.0,g,Refried beans,1040.0,g
Soft taco with beans and sour cream,Burritos and tacos,1,2252.0,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
Soft taco with beans and sour cream,Burritos and tacos,1,2252.0,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Soft taco with beans and sour cream,Burritos and tacos,1,2252.0,g,"Sauce, salsa, ready-to-serve",249.0,g
Soft taco with beans and sour cream,Burritos and tacos,1,2252.0,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
