recipe_name,recipe_category,servings,serving_size,serving_size_unit,ingredient_name,ingredient_amount,ingredient_unit
Soft taco with beans and sour cream,Burritos and tacos,1,2252.0,g,Refried beans,1040.0,g
Soft taco with beans and sour cream,Burritos and tacos,1,2252.0,g,"Cream, sour, cultured",240.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Sauce, salsa, ready-to-serve",249.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Ground beef, cooked",170.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,Refried beans,520.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Vegetable oil, NFS",14.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Onions, raw",60.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Garlic, raw",3.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Spices, chili powder",3.75,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Tomato products, canned, sauce",128.5,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Peppers, jalapeno, raw",4.0,g
Soft taco with meat and beans,Burritos and tacos,1,1876.75,g,"Salt, table, iodized",1.5,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Sauce, salsa, ready-to-serve",249.0,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Chicken, NS as to part, rotisserie, skin not eaten",181.0,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,Refried beans,520.0,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Vegetable oil, NFS",14.0,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Garlic, raw",3.0,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Spices, chili powder",3.75,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Peppers, jalapeno, raw",4.0,g
Soft taco with chicken and beans,Burritos and tacos,1,1699.25,g,"Salt, table, iodized",1.5,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Sauce, salsa, ready-to-serve",249.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Ground beef, cooked",170.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,Refried beans,520.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Cream, sour, cultured",240.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Vegetable oil, NFS",14.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Onions, raw",60.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Garlic, raw",3.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Spices, chili powder",3.75,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Peppers, jalapeno, raw",4.0,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Salt, table, iodized",1.5,g
"Soft taco with meat, beans, and sour cream",Burritos and tacos,1,2116.75,g,"Tomato products, canned, sauce",128.5,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Tortillas, ready-to-bake or -fry, flour, refrigerated",540.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Sauce, salsa, ready-to-serve",249.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Chicken, NS as to part, rotisserie, skin not eaten",181.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,Refried beans,520.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Cream, sour, cultured",240.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Vegetable oil, NFS",14.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Garlic, raw",3.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Spices, chili powder",3.75,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Peppers, jalapeno, raw",4.0,g
"Soft taco with chicken, beans, and sour cream",Burritos and tacos,1,1939.25,g,"Salt, table, iodized",1.5,g
Taco or tostada with beans,Burritos and tacos,1,1808.0,g,"Taco shells, baked",336.0,g
Taco or tostada with beans,Burritos and tacos,1,1808.0,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Taco or tostada with beans,Burritos and tacos,1,1808.0,g,"Sauce, salsa, ready-to-serve",249.0,g
Taco or tostada with beans,Burritos and tacos,1,1808.0,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Taco or tostada with beans,Burritos and tacos,1,1808.0,g,Refried beans,1040.0,g
Taco or tostada with beans and sour cream,Burritos and tacos,1,2048.0,g,"Taco shells, baked",336.0,g
Taco or tostada with beans and sour cream,Burritos and tacos,1,2048.0,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Taco or tostada with beans and sour cream,Burritos and tacos,1,2048.0,g,"Sauce, salsa, ready-to-serve",249.0,g
Taco or tostada with beans and sour cream,Burritos and tacos,1,2048.0,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Taco or tostada with beans and sour cream,Burritos and tacos,1,2048.0,g,Refried beans,1040.0,g
Taco or tostada with beans and sour cream,Burritos and tacos,1,2048.0,g,"Cream, sour, cultured",240.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Taco shells, baked",336.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Sauce, salsa, ready-to-serve",249.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Ground beef, cooked",170.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,Refried beans,520.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Vegetable oil, NFS",14.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Onions, raw",60.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Garlic, raw",3.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Spices, chili powder",3.75,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Peppers, jalapeno, raw",4.0,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Salt, table, iodized",1.5,g
Taco or tostada with meat and beans,Burritos and tacos,1,1672.75,g,"Tomato products, canned, sauce",128.5,g
"Taco or tostada with meat and beans, from fast food",Burritos and tacos,1,110.0,g,"Fast foods, taco with beef, cheese and lettuce, hard shell",100.0,g
"Taco or tostada with meat and beans, from fast food",Burritos and tacos,1,110.0,g,Refried beans,10.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Taco shells, baked",336.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Sauce, salsa, ready-to-serve",249.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Chicken, NS as to part, rotisserie, skin not eaten",181.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,Refried beans,520.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Vegetable oil, NFS",14.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Garlic, raw",3.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Spices, chili powder",3.75,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Peppers, jalapeno, raw",4.0,g
Taco or tostada with chicken and beans,Burritos and tacos,1,1495.25,g,"Salt, table, iodized",1.5,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Taco shells, baked",336.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Sauce, salsa, ready-to-serve",249.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Ground beef, cooked",170.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,Refried beans,520.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Cream, sour, cultured",240.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Onions, raw",60.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Tomato products, canned, sauce",128.5,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Garlic, raw",3.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Spices, chili powder",3.75,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Peppers, jalapeno, raw",4.0,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Salt, table, iodized",1.5,g
"Taco or tostada with meat, beans, and sour cream",Burritos and tacos,1,1912.75,g,"Vegetable oil, NFS",14.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Taco shells, baked",336.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Lettuce, iceberg (includes crisphead types), raw",70.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Sauce, salsa, ready-to-serve",249.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",113.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Chicken, NS as to part, rotisserie, skin not eaten",181.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,Refried beans,520.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Cream, sour, cultured",240.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Vegetable oil, NFS",14.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Garlic, raw",3.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Spices, chili powder",3.75,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Peppers, jalapeno, raw",4.0,g
"Taco or tostada with chicken, beans, and sour cream",Burritos and tacos,1,1735.25,g,"Salt, table, iodized",1.5,g
Ground beef with tomato sauce and taco seasonings on a cornbread crust,Other Mexican mixed dishes,1,1470.948,g,"Ground beef, cooked",340.2,g
Ground beef with tomato sauce and taco seasonings on a cornbread crust,Other Mexican mixed dishes,1,1470.948,g,"Onions, raw",110.0,g
Ground beef with tomato sauce and taco seasonings on a cornbread crust,Other Mexican mixed dishes,1,1470.948,g,"Tomatoes, red, ripe, canned, packed in tomato juice",453.6,g
Ground beef with tomato sauce and taco seasonings on a cornbread crust,Other Mexican mixed dishes,1,1470.948,g,"Salt, table, iodized",6.0,g
Ground beef with tomato sauce and taco seasonings on a cornbread crust,Other Mexican mixed dishes,1,1470.948,g,"Spices, chili powder",5.2,g
Ground beef with tomato sauce and taco seasonings on a cornbread crust,Other Mexican mixed dishes,1,1470.948,g,"Garlic, raw",3.0,g
Ground beef with tomato sauce and taco seasonings on a cornbread crust,Other Mexican mixed dishes,1,1470.948,g,"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",340.2,g
Ground beef with tomato sauce and taco seasonings on a cornbread crust,Other Mexican mixed dishes,1,1470.948,g,"Milk, NFS",162.748,g
Ground beef with tomato sauce and taco seasonings on a cornbread crust,Other Mexican mixed dishes,1,1470.948,g,"Egg, whole, raw, fresh",50.0,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Ground beef, cooked",456.0,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Onions, cooked, boiled, drained, without salt",125.0,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Garlic, raw",3.0,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Tomato products, canned, sauce",226.8,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Beverages, water, tap, drinking",78.921,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",453.6,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Snacks, corn-based, extruded, chips, plain",226.8,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Spices, chili powder",7.8,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Spices, oregano, dried",1.5,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Cheese, monterey",56.5,g
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1692.4209999999998,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",56.5,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Ground beef, cooked",456.0,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Onions, cooked, boiled, drained, without salt",125.0,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Garlic, raw",3.0,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Tomato products, canned, sauce",226.8,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Beverages, water, tap, drinking",78.921,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Snacks, corn-based, extruded, chips, plain",226.8,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Spices, chili powder",7.8,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Spices, oregano, dried",1.5,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Cheese, monterey",56.5,g
"Mexican casserole made with ground beef, tomato sauce, cheese, taco seasonings, and corn chips",Other Mexican mixed dishes,1,1238.821,g,"Cheese, cheddar (Includes foods for USDA's Food Distribution Program)",56.5,g
